No,L,C,fsw,average_current
15961,0.001185,0.000159,20000,2.1916685421059707
15962,0.001185,0.000159,26206,2.193052853121622
15963,0.001185,0.000159,32413,2.1952892132866757
15964,0.001185,0.000159,38620,2.196306603753213
15965,0.001185,0.000159,44827,2.197470956455434
15966,0.001185,0.000159,51034,2.1984949604002195
15967,0.001185,0.000159,57241,2.198513732353132
15968,0.001185,0.000159,63448,2.1974784183848866
15969,0.001185,0.000159,69655,2.198046801789724
15970,0.001185,0.000159,75862,2.1983467924610336
15971,0.001185,0.000159,82068,2.1988080725004018
15972,0.001185,0.000159,88275,2.1993578195534123
15973,0.001185,0.000159,94482,2.1990578290111578
15974,0.001185,0.000159,100689,2.1987603362821684
15975,0.001185,0.000159,106896,2.1990987959906985
15976,0.001185,0.000159,113103,2.200055774215602
15977,0.001185,0.000159,119310,2.2003549066649435
15978,0.001185,0.000159,125517,2.2004347640952484
15979,0.001185,0.000159,131724,2.2003658895133684
15980,0.001185,0.000159,137931,2.2001642195821995
15981,0.001185,0.000159,144137,2.2001348199128916
15982,0.001185,0.000159,150344,2.20014672222707
15983,0.001185,0.000159,156551,2.2009833062620414
15984,0.001185,0.000159,162758,2.1999699930259595
15985,0.001185,0.000159,168965,2.201793927691984
15986,0.001185,0.000159,175172,2.2016398586696346
15987,0.001185,0.000159,181379,2.200305484819795
15988,0.001185,0.000159,187586,2.200278965924492
15989,0.001185,0.000159,193793,2.2003558118218316
15990,0.001185,0.000159,200000,2.2005146916922738
15991,0.001185,0.000165,20000,2.2069986094166216
15992,0.001185,0.000165,26206,2.2084039173366
15993,0.001185,0.000165,32413,2.2103083566935497
15994,0.001185,0.000165,38620,2.2115737391333083
15995,0.001185,0.000165,44827,2.2124677817802922
15996,0.001185,0.000165,51034,2.2136620396413025
15997,0.001185,0.000165,57241,2.213940841043806
15998,0.001185,0.000165,63448,2.2123379533810597
15999,0.001185,0.000165,69655,2.213192132665682
16000,0.001185,0.000165,75862,2.2135102088522642
16001,0.001185,0.000165,82068,2.213995797530054
16002,0.001185,0.000165,88275,2.214604240231892
16003,0.001185,0.000165,94482,2.215559629774301
16004,0.001185,0.000165,100689,2.2148374212368775
16005,0.001185,0.000165,106896,2.214127739910328
16006,0.001185,0.000165,113103,2.2148700634253613
16007,0.001185,0.000165,119310,2.21534649790119
16008,0.001185,0.000165,125517,2.215431234395617
16009,0.001185,0.000165,131724,2.215508716078014
16010,0.001185,0.000165,137931,2.2160183656372388
16011,0.001185,0.000165,144137,2.2151610295440194
16012,0.001185,0.000165,150344,2.2155972664450037
16013,0.001185,0.000165,156551,2.2167813246724313
16014,0.001185,0.000165,162758,2.215738906675412
16015,0.001185,0.000165,168965,2.2156541590016547
16016,0.001185,0.000165,175172,2.215701490902165
16017,0.001185,0.000165,181379,2.2157642778052686
16018,0.001185,0.000165,187586,2.2156978791726973
16019,0.001185,0.000165,193793,2.2157355692949663
16020,0.001185,0.000165,200000,2.215861091295986
16021,0.001185,0.000171,20000,2.224637122908271
16022,0.001185,0.000171,26206,2.2262498418472645
16023,0.001185,0.000171,32413,2.228331615108168
16024,0.001185,0.000171,38620,2.2291306386581993
16025,0.001185,0.000171,44827,2.2304615168614257
16026,0.001185,0.000171,51034,2.231634326623405
16027,0.001185,0.000171,57241,2.2319345138116735
16028,0.001185,0.000171,63448,2.2320851323825295
16029,0.001185,0.000171,69655,2.2307691200738424
16030,0.001185,0.000171,75862,2.2315028817553912
16031,0.001185,0.000171,82068,2.232041041546781
16032,0.001185,0.000171,88275,2.2326903706342374
16033,0.001185,0.000171,94482,2.232757490579346
16034,0.001185,0.000171,100689,2.2329422411594195
16035,0.001185,0.000171,106896,2.2332137979024207
16036,0.001185,0.000171,113103,2.2333038071545754
16037,0.001185,0.000171,119310,2.2334852506648595
16038,0.001185,0.000171,125517,2.232403157909447
16039,0.001185,0.000171,131724,2.232768224604071
16040,0.001185,0.000171,137931,2.2340995777601833
16041,0.001185,0.000171,144137,2.2339624253303527
16042,0.001185,0.000171,150344,2.2337297226695645
16043,0.001185,0.000171,156551,2.233956329184261
16044,0.001185,0.000171,162758,2.23394001081279
16045,0.001185,0.000171,168965,2.2338671593273087
16046,0.001185,0.000171,175172,2.2339025956797447
16047,0.001185,0.000171,181379,2.233982538448852
16048,0.001185,0.000171,187586,2.233877369700193
16049,0.001185,0.000171,193793,2.234058419454279
16050,0.001185,0.000171,200000,2.234137833786731
16051,0.001185,0.000177,20000,2.2451338663343696
16052,0.001185,0.000177,26206,2.2465036874909323
16053,0.001185,0.000177,32413,2.2487360451595
16054,0.001185,0.000177,38620,2.2500939290690747
16055,0.001185,0.000177,44827,2.2506608622947537
16056,0.001185,0.000177,51034,2.251934276312807
16057,0.001185,0.000177,57241,2.2523682827661458
16058,0.001185,0.000177,63448,2.252602936530709
16059,0.001185,0.000177,69655,2.253038215797942
16060,0.001185,0.000177,75862,2.2514578111750954
16061,0.001185,0.000177,82068,2.2525475777797923
16062,0.001185,0.000177,88275,2.2532431100882477
16063,0.001185,0.000177,94482,2.2533361767992934
16064,0.001185,0.000177,100689,2.2535428619245716
16065,0.001185,0.000177,106896,2.2538732905582384
16066,0.001185,0.000177,113103,2.2539157655038164
16067,0.001185,0.000177,119310,2.254206205942583
16068,0.001185,0.000177,125517,2.2544695283423963
16069,0.001185,0.000177,131724,2.25439582509574
16070,0.001185,0.000177,137931,2.2544772353949525
16071,0.001185,0.000177,144137,2.254476714208873
16072,0.001185,0.000177,150344,2.254395143350894
16073,0.001185,0.000177,156551,2.254632431883782
16074,0.001185,0.000177,162758,2.2546196097331186
16075,0.001185,0.000177,168965,2.2545673448302215
16076,0.001185,0.000177,175172,2.254604191022292
16077,0.001185,0.000177,181379,2.254566801963151
16078,0.001185,0.000177,187586,2.2545855075694363
16079,0.001185,0.000177,193793,2.2547668732757855
16080,0.001185,0.000177,200000,2.254753739559406
16081,0.001185,0.000182,20000,2.263210590907911
16082,0.001185,0.000182,26206,2.2652553782822475
16083,0.001185,0.000182,32413,2.267372401379426
16084,0.001185,0.000182,38620,2.268418694719122
16085,0.001185,0.000182,44827,2.269309394085394
16086,0.001185,0.000182,51034,2.2705947979569676
16087,0.001185,0.000182,57241,2.2709862200245357
16088,0.001185,0.000182,63448,2.2712393242540436
16089,0.001185,0.000182,69655,2.271693170768045
16090,0.001185,0.000182,75862,2.271882121064803
16091,0.001185,0.000182,82068,2.2708538862267176
16092,0.001185,0.000182,88275,2.271971846252312
16093,0.001185,0.000182,94482,2.2720703352705907
16094,0.001185,0.000182,100689,2.272283071311153
16095,0.001185,0.000182,106896,2.2726276466207165
16096,0.001185,0.000182,113103,2.2725543126561205
16097,0.001185,0.000182,119310,2.2727181434208528
16098,0.001185,0.000182,125517,2.2729423538296714
16099,0.001185,0.000182,131724,2.2731869352630145
16100,0.001185,0.000182,137931,2.2732961041149085
16101,0.001185,0.000182,144137,2.2732905843841515
16102,0.001185,0.000182,150344,2.273210446590336
16103,0.001185,0.000182,156551,2.2734471131165024
16104,0.001185,0.000182,162758,2.2735542332499707
16105,0.001185,0.000182,168965,2.2733837927575937
16106,0.001185,0.000182,175172,2.2734214626345643
16107,0.001185,0.000182,181379,2.27340744969987
16108,0.001185,0.000182,187586,2.2734094280897437
16109,0.001185,0.000182,193793,2.2735962874950206
16110,0.001185,0.000182,200000,2.2736078944646216
16111,0.001185,0.000188,20000,2.2867195998483334
16112,0.001185,0.000188,26206,2.2892293039999476
16113,0.001185,0.000188,32413,2.291086216831891
16114,0.001185,0.000188,38620,2.292368294233041
16115,0.001185,0.000188,44827,2.2930782134327723
16116,0.001185,0.000188,51034,2.2943701389643327
16117,0.001185,0.000188,57241,2.294831287700824
16118,0.001185,0.000188,63448,2.295112855746832
16119,0.001185,0.000188,69655,2.295589354561063
16120,0.001185,0.000188,75862,2.29580817568246
16121,0.001185,0.000188,82068,2.294758091327451
16122,0.001185,0.000188,88275,2.2959324574817903
16123,0.001185,0.000188,94482,2.296082969584248
16124,0.001185,0.000188,100689,2.2962969474251604
16125,0.001185,0.000188,106896,2.2964986594925936
16126,0.001185,0.000188,113103,2.296255505721524
16127,0.001185,0.000188,119310,2.2965323680437284
16128,0.001185,0.000188,125517,2.2966435138290104
16129,0.001185,0.000188,131724,2.2968518177096553
16130,0.001185,0.000188,137931,2.2973460280693896
16131,0.001185,0.000188,144137,2.2973724852556465
16132,0.001185,0.000188,150344,2.297251578311639
16133,0.001185,0.000188,156551,2.29750758736352
16134,0.001185,0.000188,162758,2.297540384664605
16135,0.001185,0.000188,168965,2.2974700788961453
16136,0.001185,0.000188,175172,2.2975326279924175
16137,0.001185,0.000188,181379,2.297499104130962
16138,0.001185,0.000188,187586,2.297501320819288
16139,0.001185,0.000188,193793,2.297689667233924
16140,0.001185,0.000188,200000,2.2976751960779
16141,0.001185,0.000194,20000,2.311897443504704
16142,0.001185,0.000194,26206,2.3140820415896695
16143,0.001185,0.000194,32413,2.31627940350955
16144,0.001185,0.000194,38620,2.317681071991527
16145,0.001185,0.000194,44827,2.3184104969159054
16146,0.001185,0.000194,51034,2.319444501970071
16147,0.001185,0.000194,57241,2.319915332460004
16148,0.001185,0.000194,63448,2.32017366070105
16149,0.001185,0.000194,69655,2.3206772468397197
16150,0.001185,0.000194,75862,2.320988176438571
16151,0.001185,0.000194,82068,2.321530264005514
16152,0.001185,0.000194,88275,2.320482137587216
16153,0.001185,0.000194,94482,2.3212499087830327
16154,0.001185,0.000194,100689,2.3214633586364926
16155,0.001185,0.000194,106896,2.3216114844451448
16156,0.001185,0.000194,113103,2.321790163327073
16157,0.001185,0.000194,119310,2.322644426417715
16158,0.001185,0.000194,125517,2.321908132366071
16159,0.001185,0.000194,131724,2.3220280907366786
16160,0.001185,0.000194,137931,2.3219318282580663
16161,0.001185,0.000194,144137,2.322628340081923
16162,0.001185,0.000194,150344,2.3225512733652187
16163,0.001185,0.000194,156551,2.322762404972351
16164,0.001185,0.000194,162758,2.3227648069279376
16165,0.001185,0.000194,168965,2.322728956121618
16166,0.001185,0.000194,175172,2.3227917368438047
16167,0.001185,0.000194,181379,2.32273654973246
16168,0.001185,0.000194,187586,2.322767103662508
16169,0.001185,0.000194,193793,2.3229064462805877
16170,0.001185,0.000194,200000,2.322317012904436
16171,0.001185,0.0002,20000,2.337493787302253
16172,0.001185,0.0002,26206,2.339820888771302
16173,0.001185,0.0002,32413,2.3423411487917236
16174,0.001185,0.0002,38620,2.3434924691155063
16175,0.001185,0.0002,44827,2.34415076293182
16176,0.001185,0.0002,51034,2.3452689750153537
16177,0.001185,0.0002,57241,2.3456318541319936
16178,0.001185,0.0002,63448,2.3459280353448944
16179,0.001185,0.0002,69655,2.346452309585838
16180,0.001185,0.0002,75862,2.3468064671164077
16181,0.001185,0.0002,82068,2.3473737368420973
16182,0.001185,0.0002,88275,2.348017245622193
16183,0.001185,0.0002,94482,2.34642732160009
16184,0.001185,0.0002,100689,2.347373815900303
16185,0.001185,0.0002,106896,2.3473043418062813
16186,0.001185,0.0002,113103,2.3468542960500414
16187,0.001185,0.0002,119310,2.347330354926386
16188,0.001185,0.0002,125517,2.3482698228095926
16189,0.001185,0.0002,131724,2.347992541095247
16190,0.001185,0.0002,137931,2.3480447596448
16191,0.001185,0.0002,144137,2.348563718464004
16192,0.001185,0.0002,150344,2.348491998263616
16193,0.001185,0.0002,156551,2.348679115191267
16194,0.001185,0.0002,162758,2.348667460896951
16195,0.001185,0.0002,168965,2.3486425519973135
16196,0.001185,0.0002,175172,2.3487256848208804
16197,0.001185,0.0002,181379,2.348679413214328
16198,0.001185,0.0002,187586,2.3483211339010146
16199,0.001185,0.0002,193793,2.3483048884219277
16200,0.001185,0.0002,200000,2.348399304299511
16201,0.001253,3e-05,20000,2.205299775946344
16202,0.001253,3e-05,26206,2.204749425887528
16203,0.001253,3e-05,32413,2.203400859421527
16204,0.001253,3e-05,38620,2.204445593396648
16205,0.001253,3e-05,44827,2.204493706407312
16206,0.001253,3e-05,51034,2.204796389609061
16207,0.001253,3e-05,57241,2.2063895684791364
16208,0.001253,3e-05,63448,2.206163768923938
16209,0.001253,3e-05,69655,2.2057598538420433
16210,0.001253,3e-05,75862,2.2070580262352966
16211,0.001253,3e-05,82068,2.206996428723965
16212,0.001253,3e-05,88275,2.206765615533867
16213,0.001253,3e-05,94482,2.2071338918986796
16214,0.001253,3e-05,100689,2.2072122491447788
16215,0.001253,3e-05,106896,2.2072615547998344
16216,0.001253,3e-05,113103,2.207431672151006
16217,0.001253,3e-05,119310,2.2072229319018954
16218,0.001253,3e-05,125517,2.207572354836654
16219,0.001253,3e-05,131724,2.20797815618281
16220,0.001253,3e-05,137931,2.2077685195954753
16221,0.001253,3e-05,144137,2.2075697340946485
16222,0.001253,3e-05,150344,2.207411477202837
16223,0.001253,3e-05,156551,2.207245059052963
16224,0.001253,3e-05,162758,2.2070643851970404
16225,0.001253,3e-05,168965,2.20662877840241
16226,0.001253,3e-05,175172,2.2065669375249906
16227,0.001253,3e-05,181379,2.2068266663369913
16228,0.001253,3e-05,187586,2.206761046738696
16229,0.001253,3e-05,193793,2.206682475412239
16230,0.001253,3e-05,200000,2.206484563046742
16231,0.001253,3.6e-05,20000,2.2166799512073316
16232,0.001253,3.6e-05,26206,2.211243834956215
16233,0.001253,3.6e-05,32413,2.203870088750024
16234,0.001253,3.6e-05,38620,2.2035066058260293
16235,0.001253,3.6e-05,44827,2.2170814115146587
16236,0.001253,3.6e-05,51034,2.203922297459837
16237,0.001253,3.6e-05,57241,2.204311757579683
16238,0.001253,3.6e-05,63448,2.2053568177616807
16239,0.001253,3.6e-05,69655,2.20545579940787
16240,0.001253,3.6e-05,75862,2.205873912360545
16241,0.001253,3.6e-05,82068,2.205370827575711
16242,0.001253,3.6e-05,88275,2.206166577413782
16243,0.001253,3.6e-05,94482,2.210290047098272
16244,0.001253,3.6e-05,100689,2.2067164262831205
16245,0.001253,3.6e-05,106896,2.2062911700956542
16246,0.001253,3.6e-05,113103,2.2068565296925726
16247,0.001253,3.6e-05,119310,2.206937791519725
16248,0.001253,3.6e-05,125517,2.2066724665220394
16249,0.001253,3.6e-05,131724,2.206455367230694
16250,0.001253,3.6e-05,137931,2.2064636909434356
16251,0.001253,3.6e-05,144137,2.2071286324230024
16252,0.001253,3.6e-05,150344,2.207276983148982
16253,0.001253,3.6e-05,156551,2.2074305632830282
16254,0.001253,3.6e-05,162758,2.2072290113505515
16255,0.001253,3.6e-05,168965,2.207042543299602
16256,0.001253,3.6e-05,175172,2.206906930116025
16257,0.001253,3.6e-05,181379,2.2067854679255787
16258,0.001253,3.6e-05,187586,2.206429599061223
16259,0.001253,3.6e-05,193793,2.2063731540433076
16260,0.001253,3.6e-05,200000,2.2065802293769607
16261,0.001253,4.2e-05,20000,2.2046562513773083
16262,0.001253,4.2e-05,26206,2.203915814203773
16263,0.001253,4.2e-05,32413,2.220002631494143
16264,0.001253,4.2e-05,38620,2.2195175443421813
16265,0.001253,4.2e-05,44827,2.2046790149038333
16266,0.001253,4.2e-05,51034,2.205169505538966
16267,0.001253,4.2e-05,57241,2.2044350333286444
16268,0.001253,4.2e-05,63448,2.204407700957152
16269,0.001253,4.2e-05,69655,2.204196784381559
16270,0.001253,4.2e-05,75862,2.205138484227927
16271,0.001253,4.2e-05,82068,2.2052504579135714
16272,0.001253,4.2e-05,88275,2.205624887326737
16273,0.001253,4.2e-05,94482,2.2053013818925487
16274,0.001253,4.2e-05,100689,2.205385312508234
16275,0.001253,4.2e-05,106896,2.2111989127942255
16276,0.001253,4.2e-05,113103,2.210743908774003
16277,0.001253,4.2e-05,119310,2.210365704853678
16278,0.001253,4.2e-05,125517,2.206146268698037
16279,0.001253,4.2e-05,131724,2.2062019961365316
16280,0.001253,4.2e-05,137931,2.2060373116596153
16281,0.001253,4.2e-05,144137,2.2056228925518075
16282,0.001253,4.2e-05,150344,2.205917910659773
16283,0.001253,4.2e-05,156551,2.206418284803763
16284,0.001253,4.2e-05,162758,2.206535345967259
16285,0.001253,4.2e-05,168965,2.206398647194335
16286,0.001253,4.2e-05,175172,2.2067957517268533
16287,0.001253,4.2e-05,181379,2.2066709804490228
16288,0.001253,4.2e-05,187586,2.206572198721687
16289,0.001253,4.2e-05,193793,2.206454415094284
16290,0.001253,4.2e-05,200000,2.2060982136135485
16291,0.001253,4.8e-05,20000,2.224413988285127
16292,0.001253,4.8e-05,26206,2.221816474038744
16293,0.001253,4.8e-05,32413,2.2215331994647403
16294,0.001253,4.8e-05,38620,2.215198348778348
16295,0.001253,4.8e-05,44827,2.2044235574355695
16296,0.001253,4.8e-05,51034,2.205155290616125
16297,0.001253,4.8e-05,57241,2.203910796091511
16298,0.001253,4.8e-05,63448,2.203859295899307
16299,0.001253,4.8e-05,69655,2.2046102722139307
16300,0.001253,4.8e-05,75862,2.204822198151693
16301,0.001253,4.8e-05,82068,2.2047694573923926
16302,0.001253,4.8e-05,88275,2.205365347244996
16303,0.001253,4.8e-05,94482,2.205333656134423
16304,0.001253,4.8e-05,100689,2.2053746494170237
16305,0.001253,4.8e-05,106896,2.205231214407241
16306,0.001253,4.8e-05,113103,2.210448498064674
16307,0.001253,4.8e-05,119310,2.205514948724692
16308,0.001253,4.8e-05,125517,2.209137479789019
16309,0.001253,4.8e-05,131724,2.2087395588155254
16310,0.001253,4.8e-05,137931,2.2085058638167254
16311,0.001253,4.8e-05,144137,2.206012701524837
16312,0.001253,4.8e-05,150344,2.2056496420126988
16313,0.001253,4.8e-05,156551,2.205540899485324
16314,0.001253,4.8e-05,162758,2.2057404696044616
16315,0.001253,4.8e-05,168965,2.205900503292232
16316,0.001253,4.8e-05,175172,2.206084821944314
16317,0.001253,4.8e-05,181379,2.206178300598554
16318,0.001253,4.8e-05,187586,2.2063238758297756
16319,0.001253,4.8e-05,193793,2.206197402082527
16320,0.001253,4.8e-05,200000,2.206077662522087
16321,0.001253,5.3e-05,20000,2.1777416398523712
16322,0.001253,5.3e-05,26206,2.224813823257515
16323,0.001253,5.3e-05,32413,2.2195766905689185
16324,0.001253,5.3e-05,38620,2.2152536734165547
16325,0.001253,5.3e-05,44827,2.215296489227417
16326,0.001253,5.3e-05,51034,2.2127460074825502
16327,0.001253,5.3e-05,57241,2.2093049746271562
16328,0.001253,5.3e-05,63448,2.203981576608739
16329,0.001253,5.3e-05,69655,2.2041367840508967
16330,0.001253,5.3e-05,75862,2.2048928274904327
16331,0.001253,5.3e-05,82068,2.204584233054602
16332,0.001253,5.3e-05,88275,2.2046312028323505
16333,0.001253,5.3e-05,94482,2.204795666790925
16334,0.001253,5.3e-05,100689,2.205117931082013
16335,0.001253,5.3e-05,106896,2.2053421952098224
16336,0.001253,5.3e-05,113103,2.2051527993322084
16337,0.001253,5.3e-05,119310,2.2091909575749438
16338,0.001253,5.3e-05,125517,2.2090091752836427
16339,0.001253,5.3e-05,131724,2.205340535175276
16340,0.001253,5.3e-05,137931,2.205642347389082
16341,0.001253,5.3e-05,144137,2.207679577558684
16342,0.001253,5.3e-05,150344,2.2075268479956263
16343,0.001253,5.3e-05,156551,2.2073463389665378
16344,0.001253,5.3e-05,162758,2.2055579399496494
16345,0.001253,5.3e-05,168965,2.2054664950626446
16346,0.001253,5.3e-05,175172,2.2056110691614492
16347,0.001253,5.3e-05,181379,2.2058481335460356
16348,0.001253,5.3e-05,187586,2.2062014730339903
16349,0.001253,5.3e-05,193793,2.2059860779326343
16350,0.001253,5.3e-05,200000,2.206104750009305
16351,0.001253,5.9e-05,20000,2.1762410747385545
16352,0.001253,5.9e-05,26206,2.193868799609868
16353,0.001253,5.9e-05,32413,2.2056905100612267
16354,0.001253,5.9e-05,38620,2.2167093832437175
16355,0.001253,5.9e-05,44827,2.2148510486515223
16356,0.001253,5.9e-05,51034,2.2101021014619846
16357,0.001253,5.9e-05,57241,2.2093459374788993
16358,0.001253,5.9e-05,63448,2.2103667854217965
16359,0.001253,5.9e-05,69655,2.204214222353767
16360,0.001253,5.9e-05,75862,2.2047523497502968
16361,0.001253,5.9e-05,82068,2.2051984185204985
16362,0.001253,5.9e-05,88275,2.204979978006068
16363,0.001253,5.9e-05,94482,2.204713230462837
16364,0.001253,5.9e-05,100689,2.2048005945257185
16365,0.001253,5.9e-05,106896,2.204951119121971
16366,0.001253,5.9e-05,113103,2.2056447441826736
16367,0.001253,5.9e-05,119310,2.205674029128328
16368,0.001253,5.9e-05,125517,2.2051474957667927
16369,0.001253,5.9e-05,131724,2.2082286884584352
16370,0.001253,5.9e-05,137931,2.2079711436499507
16371,0.001253,5.9e-05,144137,2.2055189650221814
16372,0.001253,5.9e-05,150344,2.205570035807381
16373,0.001253,5.9e-05,156551,2.2073001693992493
16374,0.001253,5.9e-05,162758,2.2070885743934943
16375,0.001253,5.9e-05,168965,2.207107423516803
16376,0.001253,5.9e-05,175172,2.207169943808864
16377,0.001253,5.9e-05,181379,2.2070860166519166
16378,0.001253,5.9e-05,187586,2.205678296060233
16379,0.001253,5.9e-05,193793,2.2058678672421785
16380,0.001253,5.9e-05,200000,2.2061405913008385
16381,0.001253,6.5e-05,20000,2.17739296552865
16382,0.001253,6.5e-05,26206,2.188840528525072
16383,0.001253,6.5e-05,32413,2.197779631017351
16384,0.001253,6.5e-05,38620,2.2019878524230094
16385,0.001253,6.5e-05,44827,2.2173852744253146
16386,0.001253,6.5e-05,51034,2.210656878295933
16387,0.001253,6.5e-05,57241,2.2100350801735282
16388,0.001253,6.5e-05,63448,2.2106202902069576
16389,0.001253,6.5e-05,69655,2.204911872244408
16390,0.001253,6.5e-05,75862,2.210796497054317
16391,0.001253,6.5e-05,82068,2.204909177375667
16392,0.001253,6.5e-05,88275,2.205561581071092
16393,0.001253,6.5e-05,94482,2.204735045109689
16394,0.001253,6.5e-05,100689,2.2043954531195875
16395,0.001253,6.5e-05,106896,2.2048141162102306
16396,0.001253,6.5e-05,113103,2.2051712976639504
16397,0.001253,6.5e-05,119310,2.2053198042140956
16398,0.001253,6.5e-05,125517,2.208712225183174
16399,0.001253,6.5e-05,131724,2.208423619273197
16400,0.001253,6.5e-05,137931,2.2080130390615174
16401,0.001253,6.5e-05,144137,2.2058197097685084
16402,0.001253,6.5e-05,150344,2.2056889389783145
16403,0.001253,6.5e-05,156551,2.2053993857875205
16404,0.001253,6.5e-05,162758,2.207074155445099
16405,0.001253,6.5e-05,168965,2.2073584597224465
16406,0.001253,6.5e-05,175172,2.207142907440539
16407,0.001253,6.5e-05,181379,2.207057518970164
16408,0.001253,6.5e-05,187586,2.2069106619702104
16409,0.001253,6.5e-05,193793,2.2065353976066957
16410,0.001253,6.5e-05,200000,2.2066520341165248
16411,0.001253,7.1e-05,20000,2.2084800894704673
16412,0.001253,7.1e-05,26206,2.1897183386883423
16413,0.001253,7.1e-05,32413,2.195402983594316
16414,0.001253,7.1e-05,38620,2.200594070482934
16415,0.001253,7.1e-05,44827,2.2021863129305115
16416,0.001253,7.1e-05,51034,2.1992595869046196
16417,0.001253,7.1e-05,57241,2.200408539818278
16418,0.001253,7.1e-05,63448,2.2107800140928235
16419,0.001253,7.1e-05,69655,2.213670857812218
16420,0.001253,7.1e-05,75862,2.2154274508813563
16421,0.001253,7.1e-05,82068,2.2149193565677514
16422,0.001253,7.1e-05,88275,2.2135692397755764
16423,0.001253,7.1e-05,94482,2.2123637902150834
16424,0.001253,7.1e-05,100689,2.2044271908321713
16425,0.001253,7.1e-05,106896,2.2041483266407087
16426,0.001253,7.1e-05,113103,2.2102543406742488
16427,0.001253,7.1e-05,119310,2.208737710866595
16428,0.001253,7.1e-05,125517,2.2048244191857536
16429,0.001253,7.1e-05,131724,2.2052068036487475
16430,0.001253,7.1e-05,137931,2.2078266898918257
16431,0.001253,7.1e-05,144137,2.2076179777925367
16432,0.001253,7.1e-05,150344,2.2073300450362425
16433,0.001253,7.1e-05,156551,2.20712109105684
16434,0.001253,7.1e-05,162758,2.2054397320922736
16435,0.001253,7.1e-05,168965,2.2048927398007017
16436,0.001253,7.1e-05,175172,2.2052336472952603
16437,0.001253,7.1e-05,181379,2.206214241820053
16438,0.001253,7.1e-05,187586,2.2062332090382446
16439,0.001253,7.1e-05,193793,2.206107785621086
16440,0.001253,7.1e-05,200000,2.20620023013413
16441,0.001253,7.7e-05,20000,2.2067756430053866
16442,0.001253,7.7e-05,26206,2.207031065487195
16443,0.001253,7.7e-05,32413,2.2050993550583122
16444,0.001253,7.7e-05,38620,2.2068382329040173
16445,0.001253,7.7e-05,44827,2.203768787169331
16446,0.001253,7.7e-05,51034,2.2062139354822508
16447,0.001253,7.7e-05,57241,2.2062939069115526
16448,0.001253,7.7e-05,63448,2.206274288878365
16449,0.001253,7.7e-05,69655,2.203830615379866
16450,0.001253,7.7e-05,75862,2.206307797241283
16451,0.001253,7.7e-05,82068,2.206336448172399
16452,0.001253,7.7e-05,88275,2.2062160331592864
16453,0.001253,7.7e-05,94482,2.2107701513094784
16454,0.001253,7.7e-05,100689,2.2039111216610725
16455,0.001253,7.7e-05,106896,2.209335342899801
16456,0.001253,7.7e-05,113103,2.2089443797252106
16457,0.001253,7.7e-05,119310,2.208257904916522
16458,0.001253,7.7e-05,125517,2.206686356963874
16459,0.001253,7.7e-05,131724,2.203722517591627
16460,0.001253,7.7e-05,137931,2.2038903790971456
16461,0.001253,7.7e-05,144137,2.204399449070104
16462,0.001253,7.7e-05,150344,2.2060117969957673
16463,0.001253,7.7e-05,156551,2.2058607794977343
16464,0.001253,7.7e-05,162758,2.2056187478874145
16465,0.001253,7.7e-05,168965,2.205483334656255
16466,0.001253,7.7e-05,175172,2.2051554350322924
16467,0.001253,7.7e-05,181379,2.2041718714389646
16468,0.001253,7.7e-05,187586,2.2049336459394033
16469,0.001253,7.7e-05,193793,2.2048256608544605
16470,0.001253,7.7e-05,200000,2.204135233868486
16471,0.001253,8.3e-05,20000,2.2010093910947677
16472,0.001253,8.3e-05,26206,2.2035837979504196
16473,0.001253,8.3e-05,32413,2.2049073389986598
16474,0.001253,8.3e-05,38620,2.2012197725330007
16475,0.001253,8.3e-05,44827,2.2027612151184233
16476,0.001253,8.3e-05,51034,2.2033392630136697
16477,0.001253,8.3e-05,57241,2.2037971186851784
16478,0.001253,8.3e-05,63448,2.204023078190521
16479,0.001253,8.3e-05,69655,2.20407326567948
16480,0.001253,8.3e-05,75862,2.2017121329100124
16481,0.001253,8.3e-05,82068,2.203755329218157
16482,0.001253,8.3e-05,88275,2.2033273590589624
16483,0.001253,8.3e-05,94482,2.201993606811079
16484,0.001253,8.3e-05,100689,2.2031326305231245
16485,0.001253,8.3e-05,106896,2.202092853747592
16486,0.001253,8.3e-05,113103,2.203007997714397
16487,0.001253,8.3e-05,119310,2.2029110665110525
16488,0.001253,8.3e-05,125517,2.2030600060889447
16489,0.001253,8.3e-05,131724,2.2030533193300577
16490,0.001253,8.3e-05,137931,2.203013244150899
16491,0.001253,8.3e-05,144137,2.203084242001464
16492,0.001253,8.3e-05,150344,2.2024439588747855
16493,0.001253,8.3e-05,156551,2.2028713987084614
16494,0.001253,8.3e-05,162758,2.2027478587469633
16495,0.001253,8.3e-05,168965,2.2026439510271545
16496,0.001253,8.3e-05,175172,2.2025148905246508
16497,0.001253,8.3e-05,181379,2.2024271015173524
16498,0.001253,8.3e-05,187586,2.202341724069727
16499,0.001253,8.3e-05,193793,2.20224633140803
16500,0.001253,8.3e-05,200000,2.2024663911733247
16501,0.001253,8.9e-05,20000,2.197220457741979
16502,0.001253,8.9e-05,26206,2.1989132937602456
16503,0.001253,8.9e-05,32413,2.199910557147041
16504,0.001253,8.9e-05,38620,2.200397803745403
16505,0.001253,8.9e-05,44827,2.19843053871745
16506,0.001253,8.9e-05,51034,2.1994051550677356
16507,0.001253,8.9e-05,57241,2.2000107152981596
