Combination,Capacitance,Total Volume
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 330.0, 470.0]",804.0,1202.61
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 330.0, 680.0]",805.0,1265.44
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 330.0, 820.0]",805.0,1343.98
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 330.0, 1000.0]",805.0,1343.98
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 470.0, 680.0]",805.0,1328.27
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 470.0, 820.0]",806.0,1406.81
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 470.0, 1000.0]",806.0,1406.81
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 680.0, 820.0]",806.0,1469.64
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 680.0, 1000.0]",806.0,1469.64
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 220.0, 820.0, 1000.0]",806.0,1548.18
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 330.0, 470.0, 680.0]",806.0,1372.25
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 330.0, 470.0, 820.0]",807.0,1450.79
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 330.0, 470.0, 1000.0]",807.0,1450.79
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 330.0, 680.0, 820.0]",807.0,1513.62
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 330.0, 680.0, 1000.0]",807.0,1513.62
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 330.0, 820.0, 1000.0]",807.0,1592.16
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 470.0, 680.0, 820.0]",808.0,1576.46
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 470.0, 680.0, 1000.0]",808.0,1576.46
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 470.0, 820.0, 1000.0]",808.0,1655.0
"parallel:[100.0, 680.0] and series:[47.0, 100.0, 680.0, 820.0, 1000.0]",809.0,1717.83
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 330.0, 470.0, 680.0]",811.0,1407.91
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 330.0, 470.0, 820.0]",811.0,1486.45
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 330.0, 470.0, 1000.0]",811.0,1486.45
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 330.0, 680.0, 820.0]",812.0,1549.28
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 330.0, 680.0, 1000.0]",812.0,1549.28
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 330.0, 820.0, 1000.0]",812.0,1627.82
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 470.0, 680.0, 820.0]",813.0,1612.11
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 470.0, 680.0, 1000.0]",813.0,1612.11
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 470.0, 820.0, 1000.0]",813.0,1690.65
"parallel:[100.0, 680.0] and series:[47.0, 220.0, 680.0, 820.0, 1000.0]",814.0,1753.48
"parallel:[100.0, 680.0] and series:[47.0, 330.0, 470.0, 680.0, 820.0]",814.0,1656.1
"parallel:[100.0, 680.0] and series:[47.0, 330.0, 470.0, 680.0, 1000.0]",815.0,1656.1
"parallel:[100.0, 680.0] and series:[47.0, 330.0, 470.0, 820.0, 1000.0]",815.0,1734.63
"parallel:[100.0, 680.0] and series:[47.0, 330.0, 680.0, 820.0, 1000.0]",816.0,1797.47
"parallel:[100.0, 680.0] and series:[47.0, 470.0, 680.0, 820.0, 1000.0]",817.0,1860.3
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 330.0, 470.0, 680.0]",827.0,1430.37
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 330.0, 470.0, 820.0]",828.0,1508.91
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 330.0, 470.0, 1000.0]",828.0,1508.91
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 330.0, 680.0, 820.0]",829.0,1571.74
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 330.0, 680.0, 1000.0]",830.0,1571.74
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 330.0, 820.0, 1000.0]",831.0,1650.28
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 470.0, 680.0, 820.0]",832.0,1634.58
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 470.0, 680.0, 1000.0]",832.0,1634.58
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 470.0, 820.0, 1000.0]",833.0,1713.12
"parallel:[100.0, 680.0] and series:[100.0, 220.0, 680.0, 820.0, 1000.0]",835.0,1775.95
"parallel:[100.0, 680.0] and series:[100.0, 330.0, 470.0, 680.0, 820.0]",836.0,1678.56
"parallel:[100.0, 680.0] and series:[100.0, 330.0, 470.0, 680.0, 1000.0]",837.0,1678.56
"parallel:[100.0, 680.0] and series:[100.0, 330.0, 470.0, 820.0, 1000.0]",838.0,1757.1
"parallel:[100.0, 680.0] and series:[100.0, 330.0, 680.0, 820.0, 1000.0]",840.0,1819.93
"parallel:[100.0, 680.0] and series:[100.0, 470.0, 680.0, 820.0, 1000.0]",843.0,1882.76
"parallel:[100.0, 680.0] and series:[220.0, 330.0, 470.0, 680.0, 820.0]",861.0,1714.21
"parallel:[100.0, 680.0] and series:[220.0, 330.0, 470.0, 680.0, 1000.0]",862.0,1714.21
"parallel:[100.0, 680.0] and series:[220.0, 330.0, 470.0, 820.0, 1000.0]",864.0,1792.75
"parallel:[100.0, 680.0] and series:[220.0, 330.0, 680.0, 820.0, 1000.0]",869.0,1855.59
"parallel:[100.0, 680.0] and series:[220.0, 470.0, 680.0, 820.0, 1000.0]",876.0,1918.42
"parallel:[100.0, 680.0] and series:[330.0, 470.0, 680.0, 820.0, 1000.0]",893.0,1962.4
"parallel:[100.0, 820.0] and series:[47.0]",967.0,587.95
"parallel:[100.0, 820.0] and series:[47.0, 100.0]",952.0,696.81
"parallel:[100.0, 820.0] and series:[47.0, 220.0]",959.0,732.47
"parallel:[100.0, 820.0] and series:[47.0, 330.0]",961.0,776.45
"parallel:[100.0, 820.0] and series:[47.0, 470.0]",963.0,839.28
"parallel:[100.0, 820.0] and series:[47.0, 680.0]",964.0,902.11
"parallel:[100.0, 820.0] and series:[47.0, 820.0]",964.0,980.65
"parallel:[100.0, 820.0] and series:[47.0, 1000.0]",965.0,980.65
"parallel:[100.0, 820.0] and series:[100.0, 220.0]",989.0,754.93
"parallel:[100.0, 820.0] and series:[100.0, 330.0]",997.0,798.91
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0]",948.0,841.32
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0]",949.0,885.31
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0]",950.0,948.14
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 680.0]",951.0,1010.97
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 820.0]",951.0,1089.51
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 1000.0]",951.0,1089.51
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0]",955.0,920.96
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0]",956.0,983.79
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 680.0]",957.0,1046.63
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 820.0]",957.0,1125.17
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 1000.0]",957.0,1125.17
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0]",958.0,1027.78
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 680.0]",959.0,1090.61
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 820.0]",959.0,1169.15
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 1000.0]",960.0,1169.15
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 680.0]",960.0,1153.44
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 820.0]",961.0,1231.98
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 1000.0]",961.0,1231.98
"parallel:[100.0, 820.0] and series:[47.0, 680.0, 820.0]",962.0,1294.81
"parallel:[100.0, 820.0] and series:[47.0, 680.0, 1000.0]",962.0,1294.81
"parallel:[100.0, 820.0] and series:[47.0, 820.0, 1000.0]",963.0,1373.35
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0]",977.0,943.43
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0]",980.0,1006.26
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 680.0]",982.0,1069.09
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 820.0]",983.0,1147.63
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 1000.0]",984.0,1147.63
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0]",986.0,1050.24
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 680.0]",989.0,1113.07
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 820.0]",990.0,1191.61
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 1000.0]",991.0,1191.61
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 680.0]",994.0,1175.9
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 820.0]",995.0,1254.44
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 1000.0]",996.0,1254.44
"parallel:[100.0, 820.0] and series:[100.0, 680.0, 820.0]",999.0,1317.27
"parallel:[100.0, 820.0] and series:[100.0, 680.0, 1000.0]",1000.0,1317.27
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 330.0]",946.0,1029.82
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 470.0]",946.0,1092.65
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 680.0]",947.0,1155.48
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 820.0]",947.0,1234.02
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 1000.0]",947.0,1234.02
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 470.0]",947.0,1136.63
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 680.0]",948.0,1199.46
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 820.0]",948.0,1278.0
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 1000.0]",948.0,1278.0
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0, 680.0]",949.0,1262.3
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0, 820.0]",949.0,1340.84
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0, 1000.0]",949.0,1340.84
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 680.0, 820.0]",949.0,1403.67
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 680.0, 1000.0]",950.0,1403.67
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 820.0, 1000.0]",950.0,1482.21
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 470.0]",952.0,1172.29
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 680.0]",953.0,1235.12
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 820.0]",953.0,1313.66
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 1000.0]",953.0,1313.66
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0, 680.0]",954.0,1297.95
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0, 820.0]",954.0,1376.49
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0, 1000.0]",955.0,1376.49
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 680.0, 820.0]",955.0,1439.33
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 680.0, 1000.0]",955.0,1439.33
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 820.0, 1000.0]",956.0,1517.87
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0, 680.0]",956.0,1341.94
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0, 820.0]",956.0,1420.48
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0, 1000.0]",956.0,1420.48
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 680.0, 820.0]",957.0,1483.31
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 680.0, 1000.0]",957.0,1483.31
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 820.0, 1000.0]",958.0,1561.85
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 680.0, 820.0]",958.0,1546.14
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 680.0, 1000.0]",959.0,1546.14
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 820.0, 1000.0]",959.0,1624.68
"parallel:[100.0, 820.0] and series:[47.0, 680.0, 820.0, 1000.0]",960.0,1687.51
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 470.0]",971.0,1194.75
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 680.0]",973.0,1257.58
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 820.0]",973.0,1336.12
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 1000.0]",974.0,1336.12
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0, 680.0]",975.0,1320.42
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0, 820.0]",976.0,1398.96
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0, 1000.0]",977.0,1398.96
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 680.0, 820.0]",978.0,1461.79
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 680.0, 1000.0]",979.0,1461.79
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 820.0, 1000.0]",980.0,1540.33
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0, 680.0]",980.0,1364.4
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0, 820.0]",981.0,1442.94
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0, 1000.0]",982.0,1442.94
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 680.0, 820.0]",984.0,1505.77
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 680.0, 1000.0]",985.0,1505.77
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 820.0, 1000.0]",986.0,1584.31
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 680.0, 820.0]",987.0,1568.6
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 680.0, 1000.0]",989.0,1568.6
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 820.0, 1000.0]",990.0,1647.14
"parallel:[100.0, 820.0] and series:[100.0, 680.0, 820.0, 1000.0]",993.0,1709.97
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 330.0, 470.0]",944.0,1281.15
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 330.0, 680.0]",945.0,1343.98
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 330.0, 820.0]",945.0,1422.52
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 330.0, 1000.0]",945.0,1422.52
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 470.0, 680.0]",945.0,1406.81
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 470.0, 820.0]",946.0,1485.35
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 470.0, 1000.0]",946.0,1485.35
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 680.0, 820.0]",946.0,1548.18
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 680.0, 1000.0]",946.0,1548.18
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 220.0, 820.0, 1000.0]",946.0,1626.72
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 470.0, 680.0]",946.0,1450.79
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 470.0, 820.0]",947.0,1529.33
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 470.0, 1000.0]",947.0,1529.33
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 680.0, 820.0]",947.0,1592.16
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 680.0, 1000.0]",947.0,1592.16
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 330.0, 820.0, 1000.0]",947.0,1670.7
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0, 680.0, 820.0]",948.0,1655.0
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0, 680.0, 1000.0]",948.0,1655.0
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 470.0, 820.0, 1000.0]",948.0,1733.54
"parallel:[100.0, 820.0] and series:[47.0, 100.0, 680.0, 820.0, 1000.0]",949.0,1796.37
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 470.0, 680.0]",951.0,1486.45
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 470.0, 820.0]",951.0,1564.99
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 470.0, 1000.0]",951.0,1564.99
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 680.0, 820.0]",952.0,1627.82
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 680.0, 1000.0]",952.0,1627.82
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 330.0, 820.0, 1000.0]",952.0,1706.36
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0, 680.0, 820.0]",953.0,1690.65
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0, 680.0, 1000.0]",953.0,1690.65
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 470.0, 820.0, 1000.0]",953.0,1769.19
"parallel:[100.0, 820.0] and series:[47.0, 220.0, 680.0, 820.0, 1000.0]",954.0,1832.02
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0, 680.0, 820.0]",954.0,1734.64
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0, 680.0, 1000.0]",955.0,1734.64
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 470.0, 820.0, 1000.0]",955.0,1813.17
"parallel:[100.0, 820.0] and series:[47.0, 330.0, 680.0, 820.0, 1000.0]",956.0,1876.01
"parallel:[100.0, 820.0] and series:[47.0, 470.0, 680.0, 820.0, 1000.0]",957.0,1938.84
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 470.0, 680.0]",967.0,1508.91
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 470.0, 820.0]",968.0,1587.45
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 470.0, 1000.0]",968.0,1587.45
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 680.0, 820.0]",969.0,1650.28
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 680.0, 1000.0]",970.0,1650.28
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 330.0, 820.0, 1000.0]",971.0,1728.82
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0, 680.0, 820.0]",972.0,1713.12
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0, 680.0, 1000.0]",972.0,1713.12
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 470.0, 820.0, 1000.0]",973.0,1791.66
"parallel:[100.0, 820.0] and series:[100.0, 220.0, 680.0, 820.0, 1000.0]",975.0,1854.49
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0, 680.0, 820.0]",976.0,1757.1
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0, 680.0, 1000.0]",977.0,1757.1
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 470.0, 820.0, 1000.0]",978.0,1835.64
"parallel:[100.0, 820.0] and series:[100.0, 330.0, 680.0, 820.0, 1000.0]",980.0,1898.47
"parallel:[100.0, 820.0] and series:[100.0, 470.0, 680.0, 820.0, 1000.0]",983.0,1961.3
"parallel:[220.0, 330.0] and series:[47.0]",597.0,419.4
"parallel:[220.0, 330.0] and series:[100.0]",650.0,441.87
"parallel:[220.0, 330.0] and series:[220.0]",770.0,477.52
"parallel:[220.0, 330.0] and series:[330.0]",880.0,521.51
"parallel:[220.0, 330.0] and series:[47.0, 100.0]",582.0,528.26
"parallel:[220.0, 330.0] and series:[47.0, 220.0]",589.0,563.92
"parallel:[220.0, 330.0] and series:[47.0, 330.0]",591.0,607.9
"parallel:[220.0, 330.0] and series:[47.0, 470.0]",593.0,670.73
"parallel:[220.0, 330.0] and series:[47.0, 680.0]",594.0,733.56
"parallel:[220.0, 330.0] and series:[47.0, 820.0]",594.0,812.1
"parallel:[220.0, 330.0] and series:[47.0, 1000.0]",595.0,812.1
"parallel:[220.0, 330.0] and series:[100.0, 220.0]",619.0,586.38
"parallel:[220.0, 330.0] and series:[100.0, 330.0]",627.0,630.36
"parallel:[220.0, 330.0] and series:[100.0, 470.0]",632.0,693.19
"parallel:[220.0, 330.0] and series:[100.0, 680.0]",637.0,756.03
"parallel:[220.0, 330.0] and series:[100.0, 820.0]",639.0,834.57
"parallel:[220.0, 330.0] and series:[100.0, 1000.0]",641.0,834.57
"parallel:[220.0, 330.0] and series:[220.0, 330.0]",682.0,666.02
"parallel:[220.0, 330.0] and series:[220.0, 470.0]",700.0,728.85
"parallel:[220.0, 330.0] and series:[220.0, 680.0]",716.0,791.68
"parallel:[220.0, 330.0] and series:[220.0, 820.0]",723.0,870.22
"parallel:[220.0, 330.0] and series:[220.0, 1000.0]",730.0,870.22
"parallel:[220.0, 330.0] and series:[330.0, 470.0]",744.0,772.83
"parallel:[220.0, 330.0] and series:[330.0, 680.0]",772.0,835.66
"parallel:[220.0, 330.0] and series:[330.0, 820.0]",785.0,914.2
"parallel:[220.0, 330.0] and series:[330.0, 1000.0]",798.0,914.2
"parallel:[220.0, 330.0] and series:[470.0, 680.0]",828.0,898.5
"parallel:[220.0, 330.0] and series:[470.0, 820.0]",849.0,977.04
"parallel:[220.0, 330.0] and series:[470.0, 1000.0]",870.0,977.04
"parallel:[220.0, 330.0] and series:[680.0, 820.0]",922.0,1039.87
"parallel:[220.0, 330.0] and series:[680.0, 1000.0]",955.0,1039.87
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 220.0]",578.0,672.77
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 330.0]",579.0,716.76
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 470.0]",580.0,779.59
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 680.0]",581.0,842.42
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 820.0]",581.0,920.96
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 1000.0]",581.0,920.96
"parallel:[220.0, 330.0] and series:[47.0, 220.0, 330.0]",585.0,752.41
"parallel:[220.0, 330.0] and series:[47.0, 220.0, 470.0]",586.0,815.24
"parallel:[220.0, 330.0] and series:[47.0, 220.0, 680.0]",587.0,878.08
"parallel:[220.0, 330.0] and series:[47.0, 220.0, 820.0]",587.0,956.62
"parallel:[220.0, 330.0] and series:[47.0, 220.0, 1000.0]",587.0,956.62
"parallel:[220.0, 330.0] and series:[47.0, 330.0, 470.0]",588.0,859.23
"parallel:[220.0, 330.0] and series:[47.0, 330.0, 680.0]",589.0,922.06
"parallel:[220.0, 330.0] and series:[47.0, 330.0, 820.0]",589.0,1000.6
"parallel:[220.0, 330.0] and series:[47.0, 330.0, 1000.0]",590.0,1000.6
"parallel:[220.0, 330.0] and series:[47.0, 470.0, 680.0]",590.0,984.89
"parallel:[220.0, 330.0] and series:[47.0, 470.0, 820.0]",591.0,1063.43
"parallel:[220.0, 330.0] and series:[47.0, 470.0, 1000.0]",591.0,1063.43
"parallel:[220.0, 330.0] and series:[47.0, 680.0, 820.0]",592.0,1126.26
"parallel:[220.0, 330.0] and series:[47.0, 680.0, 1000.0]",592.0,1126.26
"parallel:[220.0, 330.0] and series:[47.0, 820.0, 1000.0]",593.0,1204.8
"parallel:[220.0, 330.0] and series:[100.0, 220.0, 330.0]",607.0,774.88
"parallel:[220.0, 330.0] and series:[100.0, 220.0, 470.0]",610.0,837.71
"parallel:[220.0, 330.0] and series:[100.0, 220.0, 680.0]",612.0,900.54
"parallel:[220.0, 330.0] and series:[100.0, 220.0, 820.0]",613.0,979.08
"parallel:[220.0, 330.0] and series:[100.0, 220.0, 1000.0]",614.0,979.08
"parallel:[220.0, 330.0] and series:[100.0, 330.0, 470.0]",616.0,881.69
"parallel:[220.0, 330.0] and series:[100.0, 330.0, 680.0]",619.0,944.52
"parallel:[220.0, 330.0] and series:[100.0, 330.0, 820.0]",620.0,1023.06
"parallel:[220.0, 330.0] and series:[100.0, 330.0, 1000.0]",621.0,1023.06
"parallel:[220.0, 330.0] and series:[100.0, 470.0, 680.0]",624.0,1007.35
"parallel:[220.0, 330.0] and series:[100.0, 470.0, 820.0]",625.0,1085.89
"parallel:[220.0, 330.0] and series:[100.0, 470.0, 1000.0]",626.0,1085.89
"parallel:[220.0, 330.0] and series:[100.0, 680.0, 820.0]",629.0,1148.72
"parallel:[220.0, 330.0] and series:[100.0, 680.0, 1000.0]",630.0,1148.72
"parallel:[220.0, 330.0] and series:[100.0, 820.0, 1000.0]",632.0,1227.26
"parallel:[220.0, 330.0] and series:[220.0, 330.0, 470.0]",653.0,917.35
"parallel:[220.0, 330.0] and series:[220.0, 330.0, 680.0]",661.0,980.18
"parallel:[220.0, 330.0] and series:[220.0, 330.0, 820.0]",664.0,1058.72
"parallel:[220.0, 330.0] and series:[220.0, 330.0, 1000.0]",667.0,1058.72
"parallel:[220.0, 330.0] and series:[220.0, 470.0, 680.0]",673.0,1043.01
"parallel:[220.0, 330.0] and series:[220.0, 470.0, 820.0]",677.0,1121.55
"parallel:[220.0, 330.0] and series:[220.0, 470.0, 1000.0]",680.0,1121.55
"parallel:[220.0, 330.0] and series:[220.0, 680.0, 820.0]",688.0,1184.38
"parallel:[220.0, 330.0] and series:[220.0, 680.0, 1000.0]",693.0,1184.38
"parallel:[220.0, 330.0] and series:[220.0, 820.0, 1000.0]",698.0,1262.92
"parallel:[220.0, 330.0] and series:[330.0, 470.0, 680.0]",701.0,1086.99
"parallel:[220.0, 330.0] and series:[330.0, 470.0, 820.0]",707.0,1165.53
"parallel:[220.0, 330.0] and series:[330.0, 470.0, 1000.0]",712.0,1165.53
"parallel:[220.0, 330.0] and series:[330.0, 680.0, 820.0]",725.0,1228.36
"parallel:[220.0, 330.0] and series:[330.0, 680.0, 1000.0]",732.0,1228.36
"parallel:[220.0, 330.0] and series:[330.0, 820.0, 1000.0]",740.0,1306.9
"parallel:[220.0, 330.0] and series:[470.0, 680.0, 820.0]",758.0,1291.2
"parallel:[220.0, 330.0] and series:[470.0, 680.0, 1000.0]",767.0,1291.2
"parallel:[220.0, 330.0] and series:[470.0, 820.0, 1000.0]",780.0,1369.74
"parallel:[220.0, 330.0] and series:[680.0, 820.0, 1000.0]",821.0,1432.57
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 220.0, 330.0]",576.0,861.27
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 220.0, 470.0]",576.0,924.1
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 220.0, 680.0]",577.0,986.93
"parallel:[220.0, 330.0] and series:[47.0, 100.0, 220.0, 820.0]",577.0,1065.47
