Combination,Cap(uF),Total_Volume(mm^2)
100.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,595.367641753,5061.247136603
100.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,595.530249196,5453.946218301
100.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,595.674132194,5944.820070425
100.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,595.965831076,6019.432895947
100.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,596.114679962,6510.306748071
100.0 || 470.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,596.287038036,6903.00582977
100.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,596.381641811,5237.176325204
100.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,596.557553686,5629.875406902
100.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,596.713284304,6120.749259026
100.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,597.029219166,6195.362084548
100.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,597.190547297,6686.235936672
100.0 || 470.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,597.377450273,7078.935018371
100.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,597.705162739,6446.689496836
100.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,597.874686017,6937.563348959
100.0 || 470.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,598.071146591,7330.262430658
100.0 || 470.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,598.598641261,7895.749108304
100.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,600.816070124,5472.332389306
100.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,601.056358664,5865.031471005
100.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,601.269530856,6355.905323129
100.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,601.703303995,6430.518148651
100.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,601.925481782,6921.392000775
100.0 || 470.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,602.183455464,7314.091082473
100.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,602.637277789,6681.845560938
100.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,602.87278766,7172.719413062
100.0 || 470.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,603.14636347,7565.418494761
100.0 || 470.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,603.8843485,8130.905172407
100.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,604.335166209,6857.77474954
100.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,604.595915197,7348.648601663
100.0 || 470.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,604.899055562,7741.347683362
100.0 || 470.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,605.718113669,8306.834361008
100.0 || 470.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,606.908056026,8558.161773295
100.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,617.227720112,5599.24487853
100.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,617.794454758,5991.943960229
100.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,618.301205194,6482.817812352
100.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,619.344074142,6557.430637875
100.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,619.884403343,7048.304489998
100.0 || 470.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,620.517119068,7441.003571697
100.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,621.644317497,6808.758050162
100.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,622.236499578,7299.631902285
100.0 || 470.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,622.930703404,7692.330983984
100.0 || 470.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,624.837925214,8257.81766163
100.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,626.028488807,6984.687238763
100.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,626.726160254,7475.561090886
100.0 || 470.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,627.545760331,7868.260172585
100.0 || 470.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,629.807169268,8433.746850231
100.0 || 470.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,633.220076654,8685.074262518
100.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,650.687342677,7219.843302866
100.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,652.142234074,7710.717154989
100.0 || 470.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,653.872005867,8103.416236688
100.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,658.763767434,8668.902914334
100.0 || 470.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,666.495155547,8920.230326621
100.0 || 470.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,683.019086327,9096.159515222
100.0 || 680.0 and 47.0,827.0,2129.677805887
100.0 || 680.0 and 100.0,880.0,2256.59029511
100.0 || 680.0 and 220.0,1000.0,2491.746359213
100.0 || 680.0 and 47.0 + 100.0,811.972789116,2472.574790045
100.0 || 680.0 and 47.0 + 220.0,818.72659176,2707.730854147
100.0 || 680.0 and 47.0 + 330.0,821.140583554,2883.660042748
100.0 || 680.0 and 47.0 + 470.0,822.727272727,3134.987455036
100.0 || 680.0 and 47.0 + 680.0,823.961485557,3700.474132682
100.0 || 680.0 and 47.0 + 820.0,824.452133795,4093.173214381
100.0 || 680.0 and 47.0 + 1000.0,824.890162369,4584.047066504
100.0 || 680.0 and 100.0 + 220.0,848.75,2834.643343371
100.0 || 680.0 and 100.0 + 330.0,856.744186047,3010.572531972
100.0 || 680.0 and 100.0 + 470.0,862.456140351,3261.899944259
100.0 || 680.0 and 100.0 + 680.0,867.179487179,3827.386621905
100.0 || 680.0 and 100.0 + 820.0,869.130434783,4220.085703604
100.0 || 680.0 and 100.0 + 1000.0,870.909090909,4710.959555727
100.0 || 680.0 and 220.0 + 330.0,912.0,3245.728596075
100.0 || 680.0 and 220.0 + 470.0,929.855072464,3497.056008362
100.0 || 680.0 and 220.0 + 680.0,946.222222222,4062.542686008
100.0 || 680.0 and 220.0 + 820.0,953.461538462,4455.241767707
100.0 || 680.0 and 220.0 + 1000.0,960.327868852,4946.11561983
100.0 || 680.0 and 330.0 + 470.0,973.875,3672.985196963
100.0 || 680.0 and 47.0 + 100.0 + 220.0,807.915766739,3050.627838305
100.0 || 680.0 and 47.0 + 100.0 + 330.0,809.148656268,3226.557026906
100.0 || 680.0 and 47.0 + 100.0 + 470.0,809.936305732,3477.884439193
100.0 || 680.0 and 47.0 + 100.0 + 680.0,810.536976878,4043.371116839
100.0 || 680.0 and 47.0 + 100.0 + 820.0,810.772916001,4436.070198538
100.0 || 680.0 and 47.0 + 100.0 + 1000.0,810.982201714,4926.944050662
100.0 || 680.0 and 47.0 + 220.0 + 330.0,814.659217877,3461.713091009
100.0 || 680.0 and 47.0 + 220.0 + 470.0,815.778546713,3713.040503296
100.0 || 680.0 and 47.0 + 220.0 + 680.0,816.639916623,4278.527180942
100.0 || 680.0 and 47.0 + 220.0 + 820.0,816.980111654,4671.226262641
100.0 || 680.0 and 47.0 + 220.0 + 1000.0,817.282757626,5162.100114764
100.0 || 680.0 and 47.0 + 330.0 + 470.0,817.829268293,3888.969691897
100.0 || 680.0 and 47.0 + 330.0 + 680.0,818.793541031,4454.456369543
100.0 || 680.0 and 47.0 + 330.0 + 820.0,819.175111659,4847.155451242
100.0 || 680.0 and 47.0 + 330.0 + 1000.0,819.514916817,5338.029303365
100.0 || 680.0 and 47.0 + 470.0 + 680.0,820.201257862,4705.783781831
100.0 || 680.0 and 47.0 + 470.0 + 820.0,820.611169652,5098.482863529
100.0 || 680.0 and 47.0 + 470.0 + 1000.0,820.976460331,5589.356715653
100.0 || 680.0 and 47.0 + 680.0 + 820.0,821.724566152,5663.969541175
100.0 || 680.0 and 47.0 + 680.0 + 1000.0,822.11025614,6154.843393299
100.0 || 680.0 and 47.0 + 820.0 + 1000.0,822.560240299,6547.542474998
100.0 || 680.0 and 100.0 + 220.0 + 330.0,836.896551724,3588.625580232
100.0 || 680.0 and 100.0 + 220.0 + 470.0,839.976798144,3839.95299252
100.0 || 680.0 and 100.0 + 220.0 + 680.0,842.437395659,4405.439670166
100.0 || 680.0 and 100.0 + 220.0 + 820.0,843.431786217,4798.138751864
100.0 || 680.0 and 100.0 + 220.0 + 1000.0,844.32748538,5289.012603988
100.0 || 680.0 and 100.0 + 330.0 + 470.0,845.97192684,4015.882181121
100.0 || 680.0 and 100.0 + 330.0 + 680.0,848.961278427,4581.368858767
100.0 || 680.0 and 100.0 + 330.0 + 820.0,850.176348548,4974.067940465
100.0 || 680.0 and 100.0 + 330.0 + 1000.0,851.274298056,5464.941792589
100.0 || 680.0 and 100.0 + 470.0 + 680.0,853.538886332,4832.696271054
100.0 || 680.0 and 100.0 + 470.0 + 820.0,854.922239502,5225.395352753
100.0 || 680.0 and 100.0 + 470.0 + 1000.0,856.175040519,5716.269204876
100.0 || 680.0 and 100.0 + 680.0 + 820.0,858.801582815,5790.882030399
100.0 || 680.0 and 100.0 + 680.0 + 1000.0,860.188679245,6281.755882522
100.0 || 680.0 and 100.0 + 820.0 + 1000.0,861.836327345,6674.454964221
100.0 || 680.0 and 220.0 + 330.0 + 470.0,883.056478405,4251.038245223
100.0 || 680.0 and 220.0 + 330.0 + 680.0,890.541871921,4816.52492287
100.0 || 680.0 and 220.0 + 330.0 + 820.0,893.697478992,5209.224004568
100.0 || 680.0 and 220.0 + 330.0 + 1000.0,896.607773852,5700.097856692
100.0 || 680.0 and 220.0 + 470.0 + 680.0,902.794271743,5067.852335157
100.0 || 680.0 and 220.0 + 470.0 + 820.0,906.700537956,5460.551416855
100.0 || 680.0 and 220.0 + 470.0 + 1000.0,910.325182758,5951.425268979
100.0 || 680.0 and 220.0 + 680.0 + 820.0,918.206399279,6026.038094502
100.0 || 680.0 and 220.0 + 680.0 + 1000.0,922.530487805,6516.911946625
100.0 || 680.0 and 220.0 + 820.0 + 1000.0,927.820386758,6909.611028324
100.0 || 680.0 and 330.0 + 470.0 + 680.0,930.862537548,5243.781523758
100.0 || 680.0 and 330.0 + 470.0 + 820.0,936.801873998,5636.480605456
100.0 || 680.0 and 330.0 + 470.0 + 1000.0,942.391372631,6127.35445758
100.0 || 680.0 and 330.0 + 680.0 + 820.0,954.812844385,6201.967283103
100.0 || 680.0 and 330.0 + 680.0 + 1000.0,961.788723266,6692.841135226
100.0 || 680.0 and 330.0 + 820.0 + 1000.0,970.482894552,7085.540216925
100.0 || 680.0 and 470.0 + 680.0 + 820.0,987.565341359,6453.29469539
100.0 || 680.0 and 470.0 + 680.0 + 1000.0,997.474142624,6944.168547513
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0,805.738466645,3804.610075167
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0,806.350662589,4055.937487454
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0,806.814943633,4621.4241651
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 820.0,806.996701351,5014.123246799
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 1000.0,807.157640385,5504.997098922
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0,807.446469651,4231.866676055
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0,807.950537714,4797.353353701
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 820.0,808.148072735,5190.0524354
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 1000.0,808.323076642,5680.926287523
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0,808.673963754,5048.680765988
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 820.0,808.881894484,5441.379847687
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 1000.0,809.066171923,5932.25369981
100.0 || 680.0 and 47.0 + 100.0 + 680.0 + 820.0,809.44060249,6006.866525333
100.0 || 680.0 and 47.0 + 100.0 + 680.0 + 1000.0,809.632102062,6497.740377457
100.0 || 680.0 and 47.0 + 100.0 + 820.0 + 1000.0,809.854214758,6890.439459155
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0,812.278876171,4467.022740158
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0,812.978330884,5032.509417804
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 820.0,813.253673587,5425.208499503
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 1000.0,813.498196583,5916.082351626
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0,813.990138258,5283.836830091
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 820.0,814.282710658,5676.53591179
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 1000.0,814.54266052,6167.409763913
100.0 || 680.0 and 47.0 + 220.0 + 680.0 + 820.0,815.072766337,6242.022589436
100.0 || 680.0 and 47.0 + 220.0 + 680.0 + 1000.0,815.344883055,6732.896441559
100.0 || 680.0 and 47.0 + 220.0 + 820.0 + 1000.0,815.661350915,7125.595523258
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0,815.835683463,5459.766018692
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 820.0,816.161041767,5852.465100391
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 1000.0,816.450377194,6343.338952514
100.0 || 680.0 and 47.0 + 330.0 + 680.0 + 820.0,817.041153811,6417.951778037
100.0 || 680.0 and 47.0 + 330.0 + 680.0 + 1000.0,817.34480385,6908.82563016
100.0 || 680.0 and 47.0 + 330.0 + 820.0 + 1000.0,817.698277431,7301.524711859
100.0 || 680.0 and 47.0 + 470.0 + 680.0 + 820.0,818.322463662,6669.279190324
100.0 || 680.0 and 47.0 + 470.0 + 680.0 + 1000.0,818.647576666,7160.153042448
100.0 || 680.0 and 47.0 + 470.0 + 820.0 + 1000.0,819.02626729,7552.852124146
100.0 || 680.0 and 47.0 + 680.0 + 820.0 + 1000.0,820.0533572,8118.338801792
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0,830.752617801,4593.935229381
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0,832.503509593,5159.421907027
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 820.0,833.204876131,5552.120988726
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 1000.0,833.83360522,6042.994840849
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 680.0,835.115542596,5410.749319314
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 820.0,835.888944551,5803.448401013
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 1000.0,836.583123564,6294.322253137
100.0 || 680.0 and 100.0 + 220.0 + 680.0 + 820.0,838.019599682,6368.935078659
100.0 || 680.0 and 100.0 + 220.0 + 680.0 + 1000.0,838.768070396,6859.808930783
100.0 || 680.0 and 100.0 + 220.0 + 820.0 + 1000.0,839.648194683,7252.508012481
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 680.0,840.137531503,5586.678507915
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 820.0,841.0594742,5979.377589614
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 1000.0,841.888990862,6470.251441738
100.0 || 680.0 and 100.0 + 330.0 + 680.0 + 820.0,843.611598932,6544.86426726
100.0 || 680.0 and 100.0 + 330.0 + 680.0 + 1000.0,844.512419503,7035.738119384
100.0 || 680.0 and 100.0 + 330.0 + 820.0 + 1000.0,845.574565017,7428.437201082
100.0 || 680.0 and 100.0 + 470.0 + 680.0 + 820.0,847.486583645,6796.191679548
100.0 || 680.0 and 100.0 + 470.0 + 680.0 + 1000.0,848.501371742,7287.065531671
100.0 || 680.0 and 100.0 + 470.0 + 820.0 + 1000.0,849.700148298,7679.76461337
100.0 || 680.0 and 100.0 + 680.0 + 820.0 + 1000.0,853.045483127,8245.251291016
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 680.0,869.493423844,5821.834572018
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 820.0,871.550532681,6214.533653717
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 1000.0,873.428106741,6705.40750584
100.0 || 680.0 and 220.0 + 330.0 + 680.0 + 820.0,877.410269984,6780.020331363
100.0 || 680.0 and 220.0 + 330.0 + 680.0 + 1000.0,879.538679915,7270.894183487
100.0 || 680.0 and 220.0 + 330.0 + 820.0 + 1000.0,882.090092809,7663.593265185
100.0 || 680.0 and 220.0 + 470.0 + 680.0 + 820.0,886.800927675,7031.34774365
100.0 || 680.0 and 220.0 + 470.0 + 680.0 + 1000.0,889.364889752,7522.221595774
100.0 || 680.0 and 220.0 + 470.0 + 820.0 + 1000.0,892.45271808,7914.920677472
100.0 || 680.0 and 220.0 + 680.0 + 820.0 + 1000.0,901.424725223,8480.407355119
100.0 || 680.0 and 330.0 + 470.0 + 680.0 + 820.0,907.419975543,7207.276932251
100.0 || 680.0 and 330.0 + 470.0 + 680.0 + 1000.0,911.086496107,7698.150784375
100.0 || 680.0 and 330.0 + 470.0 + 820.0 + 1000.0,915.547735116,8090.849866074
100.0 || 680.0 and 330.0 + 680.0 + 820.0 + 1000.0,928.800590001,8656.33654372
100.0 || 680.0 and 470.0 + 680.0 + 820.0 + 1000.0,951.887461697,8907.663956007
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,804.402139711,4809.919724315
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,804.799778028,5375.406401962
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,804.955164606,5768.10548366
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,805.092621055,6258.979335784
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,805.367641753,5626.733814249
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,805.530249196,6019.432895947
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,805.674132194,6510.306748071
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,805.965831076,6584.919573594
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,806.114679962,7075.793425717
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,806.287038036,7468.492507416
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,806.381641811,5802.66300285
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,806.557553686,6195.362084548
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,806.713284304,6686.235936672
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,807.029219166,6760.848762195
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,807.190547297,7251.722614318
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,807.377450273,7644.421696017
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,807.705162739,7012.176174482
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,807.874686017,7503.050026605
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,808.071146591,7895.749108304
100.0 || 680.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,808.598641261,8461.23578595
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,810.816070124,6037.819066953
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,811.056358664,6430.518148651
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,811.269530856,6921.392000775
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,811.703303995,6996.004826297
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,811.925481782,7486.878678421
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,812.183455464,7879.57776012
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,812.637277789,7247.332238585
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,812.87278766,7738.206090708
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,813.14636347,8130.905172407
100.0 || 680.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,813.8843485,8696.391850053
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,814.335166209,7423.261427186
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,814.595915197,7914.135279309
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,814.899055562,8306.834361008
100.0 || 680.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,815.718113669,8872.321038654
100.0 || 680.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,816.908056026,9123.648450941
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,827.227720112,6164.731556176
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,827.794454758,6557.430637875
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,828.301205194,7048.304489998
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,829.344074142,7122.917315521
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,829.884403343,7613.791167644
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,830.517119068,8006.490249343
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,831.644317497,7374.244727808
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,832.236499578,7865.118579931
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,832.930703404,8257.81766163
100.0 || 680.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,834.837925214,8823.304339276
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,836.028488807,7550.173916409
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,836.726160254,8041.047768532
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,837.545760331,8433.746850231
100.0 || 680.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,839.807169268,8999.233527877
100.0 || 680.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,843.220076654,9250.560940165
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,860.687342677,7785.329980512
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,862.142234074,8276.203832635
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,863.872005867,8668.902914334
100.0 || 680.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,868.763767434,9234.38959198
100.0 || 680.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,876.495155547,9485.717004267
100.0 || 680.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,893.019086327,9661.646192868
100.0 || 820.0 and 47.0,967.0,2522.376887586
100.0 || 820.0 and 47.0 + 100.0,951.972789116,2865.273871743
100.0 || 820.0 and 47.0 + 220.0,958.72659176,3100.429935846
100.0 || 820.0 and 47.0 + 330.0,961.140583554,3276.359124447
100.0 || 820.0 and 47.0 + 470.0,962.727272727,3527.686536734
100.0 || 820.0 and 47.0 + 680.0,963.961485557,4093.173214381
100.0 || 820.0 and 47.0 + 820.0,964.452133795,4485.872296079
100.0 || 820.0 and 47.0 + 1000.0,964.890162369,4976.746148203
100.0 || 820.0 and 100.0 + 220.0,988.75,3227.34242507
100.0 || 820.0 and 100.0 + 330.0,996.744186047,3403.271613671
100.0 || 820.0 and 47.0 + 100.0 + 220.0,947.915766739,3443.326920004
100.0 || 820.0 and 47.0 + 100.0 + 330.0,949.148656268,3619.256108605
100.0 || 820.0 and 47.0 + 100.0 + 470.0,949.936305732,3870.583520892
100.0 || 820.0 and 47.0 + 100.0 + 680.0,950.536976878,4436.070198538
100.0 || 820.0 and 47.0 + 100.0 + 820.0,950.772916001,4828.769280237
100.0 || 820.0 and 47.0 + 100.0 + 1000.0,950.982201714,5319.64313236
100.0 || 820.0 and 47.0 + 220.0 + 330.0,954.659217877,3854.412172708
100.0 || 820.0 and 47.0 + 220.0 + 470.0,955.778546713,4105.739584995
100.0 || 820.0 and 47.0 + 220.0 + 680.0,956.639916623,4671.226262641
100.0 || 820.0 and 47.0 + 220.0 + 820.0,956.980111654,5063.92534434
100.0 || 820.0 and 47.0 + 220.0 + 1000.0,957.282757626,5554.799196463
100.0 || 820.0 and 47.0 + 330.0 + 470.0,957.829268293,4281.668773596
100.0 || 820.0 and 47.0 + 330.0 + 680.0,958.793541031,4847.155451242
100.0 || 820.0 and 47.0 + 330.0 + 820.0,959.175111659,5239.854532941
100.0 || 820.0 and 47.0 + 330.0 + 1000.0,959.514916817,5730.728385064
100.0 || 820.0 and 47.0 + 470.0 + 680.0,960.201257862,5098.482863529
100.0 || 820.0 and 47.0 + 470.0 + 820.0,960.611169652,5491.181945228
100.0 || 820.0 and 47.0 + 470.0 + 1000.0,960.976460331,5982.055797351
100.0 || 820.0 and 47.0 + 680.0 + 820.0,961.724566152,6056.668622874
100.0 || 820.0 and 47.0 + 680.0 + 1000.0,962.11025614,6547.542474998
100.0 || 820.0 and 47.0 + 820.0 + 1000.0,962.560240299,6940.241556696
100.0 || 820.0 and 100.0 + 220.0 + 330.0,976.896551724,3981.324661931
100.0 || 820.0 and 100.0 + 220.0 + 470.0,979.976798144,4232.652074218
100.0 || 820.0 and 100.0 + 220.0 + 680.0,982.437395659,4798.138751864
100.0 || 820.0 and 100.0 + 220.0 + 820.0,983.431786217,5190.837833563
100.0 || 820.0 and 100.0 + 220.0 + 1000.0,984.32748538,5681.711685687
100.0 || 820.0 and 100.0 + 330.0 + 470.0,985.97192684,4408.581262819
100.0 || 820.0 and 100.0 + 330.0 + 680.0,988.961278427,4974.067940465
100.0 || 820.0 and 100.0 + 330.0 + 820.0,990.176348548,5366.767022164
100.0 || 820.0 and 100.0 + 330.0 + 1000.0,991.274298056,5857.640874288
100.0 || 820.0 and 100.0 + 470.0 + 680.0,993.538886332,5225.395352753
100.0 || 820.0 and 100.0 + 470.0 + 820.0,994.922239502,5618.094434451
100.0 || 820.0 and 100.0 + 470.0 + 1000.0,996.175040519,6108.968286575
100.0 || 820.0 and 100.0 + 680.0 + 820.0,998.801582815,6183.581112098
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0,945.738466645,4197.309156865
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0,946.350662589,4448.636569153
