Combination,Cap(uF),Total_Volume(mm^2)
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,731.899055562,8284.057814269
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,732.718113669,8849.544491915
47.0 || 100.0 || 220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,733.908056026,9100.871904203
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,744.227720112,6141.955009437
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,744.794454758,6534.654091136
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,745.301205194,7025.52794326
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,746.344074142,7100.140768782
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,746.884403343,7591.014620906
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,747.517119068,7983.713702604
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,748.644317497,7351.46818107
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,749.236499578,7842.342033193
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,749.930703404,8235.041114892
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,751.837925214,8800.527792538
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,753.028488807,7527.397369671
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,753.726160254,8018.271221794
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,754.545760331,8410.970303493
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,756.807169268,8976.456981139
47.0 || 100.0 || 220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,760.220076654,9227.784393426
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,777.687342677,7762.553433773
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,779.142234074,8253.427285897
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,780.872005867,8646.126367596
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,785.763767434,9211.613045242
47.0 || 100.0 || 220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,793.495155547,9462.940457529
47.0 || 100.0 || 220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,810.019086327,9638.86964613
47.0 || 100.0 || 220.0 || 470.0 and 47.0,884.0,2358.228671436
47.0 || 100.0 || 220.0 || 470.0 and 100.0,937.0,2485.141160659
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0,868.972789116,2701.125655593
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0,875.72659176,2936.281719696
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0,878.140583554,3112.210908297
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0,879.727272727,3363.538320584
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 680.0,880.961485557,3929.02499823
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 820.0,881.452133795,4321.724079929
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 1000.0,881.890162369,4812.597932053
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0,905.75,3063.194208919
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0,913.744186047,3239.12339752
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0,919.456140351,3490.450809808
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 680.0,924.179487179,4055.937487454
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 820.0,926.130434783,4448.636569153
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 1000.0,927.909090909,4939.510421276
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0,969.0,3474.279461623
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0,986.855072464,3725.606873911
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0,864.915766739,3279.178703854
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0,866.148656268,3455.107892455
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0,866.936305732,3706.435304742
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0,867.536976878,4271.921982388
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 820.0,867.772916001,4664.621064087
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 1000.0,867.982201714,5155.49491621
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0,871.659217877,3690.263956558
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0,872.778546713,3941.591368845
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0,873.639916623,4507.078046491
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 820.0,873.980111654,4899.77712819
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 1000.0,874.282757626,5390.650980313
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0,874.829268293,4117.520557446
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0,875.793541031,4683.007235092
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 820.0,876.175111659,5075.706316791
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 1000.0,876.514916817,5566.580168914
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0,877.201257862,4934.334647379
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 820.0,877.611169652,5327.033729078
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 1000.0,877.976460331,5817.907581201
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 680.0 + 820.0,878.724566152,5892.520406724
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 680.0 + 1000.0,879.11025614,6383.394258847
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 820.0 + 1000.0,879.560240299,6776.093340546
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0,893.896551724,3817.176445781
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0,896.976798144,4068.503858068
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0,899.437395659,4633.990535714
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 820.0,900.431786217,5026.689617413
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 1000.0,901.32748538,5517.563469536
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0,902.97192684,4244.433046669
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0,905.961278427,4809.919724315
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 820.0,907.176348548,5202.618806014
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 1000.0,908.274298056,5693.492658138
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0,910.538886332,5061.247136603
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 820.0,911.922239502,5453.946218301
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 1000.0,913.175040519,5944.820070425
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 680.0 + 820.0,915.801582815,6019.432895947
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 680.0 + 1000.0,917.188679245,6510.306748071
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 820.0 + 1000.0,918.836327345,6903.00582977
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0,940.056478405,4479.589110772
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0,947.541871921,5045.075788418
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 820.0,950.697478992,5437.774870117
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 1000.0,953.607773852,5928.64872224
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0,959.794271743,5296.403200705
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 820.0,963.700537956,5689.102282404
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 1000.0,967.325182758,6179.976134528
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 680.0 + 820.0,975.206399279,6254.58896005
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 680.0 + 1000.0,979.530487805,6745.462812174
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 820.0 + 1000.0,984.820386758,7138.161893872
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0,987.862537548,5472.332389306
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 820.0,993.801873998,5865.031471005
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 1000.0,999.391372631,6355.905323129
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0,862.738466645,4033.160940715
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0,863.350662589,4284.488353002
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0,863.814943633,4849.975030649
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 820.0,863.996701351,5242.674112347
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 1000.0,864.157640385,5733.547964471
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0,864.446469651,4460.417541604
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0,864.950537714,5025.90421925
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 820.0,865.148072735,5418.603300948
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 1000.0,865.323076642,5909.477153072
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0,865.673963754,5277.231631537
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 820.0,865.881894484,5669.930713236
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 1000.0,866.066171923,6160.804565359
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0 + 820.0,866.44060249,6235.417390882
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0 + 1000.0,866.632102062,6726.291243005
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 820.0 + 1000.0,866.854214758,7118.990324704
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0,869.278876171,4695.573605706
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0,869.978330884,5261.060283353
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 820.0,870.253673587,5653.759365051
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 1000.0,870.498196583,6144.633217175
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0,870.990138258,5512.38769564
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 820.0,871.282710658,5905.086777338
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 1000.0,871.54266052,6395.960629462
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0 + 820.0,872.072766337,6470.573454985
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0 + 1000.0,872.344883055,6961.447307108
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 820.0 + 1000.0,872.661350915,7354.146388807
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0,872.835683463,5688.316884241
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 820.0,873.161041767,6081.015965939
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 1000.0,873.450377194,6571.889818063
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0 + 820.0,874.041153811,6646.502643586
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0 + 1000.0,874.34480385,7137.376495709
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 820.0 + 1000.0,874.698277431,7530.075577408
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0 + 820.0,875.322463662,6897.830055873
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0 + 1000.0,875.647576666,7388.703907996
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 820.0 + 1000.0,876.02626729,7781.402989695
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 680.0 + 820.0 + 1000.0,877.0533572,8346.889667341
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0,887.752617801,4822.48609493
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0,889.503509593,5387.972772576
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 820.0,890.204876131,5780.671854275
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 1000.0,890.83360522,6271.545706398
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0,892.115542596,5639.300184863
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 820.0,892.888944551,6031.999266562
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 1000.0,893.583123564,6522.873118685
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0 + 820.0,895.019599682,6597.485944208
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0 + 1000.0,895.768070396,7088.359796331
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 820.0 + 1000.0,896.648194683,7481.05887803
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0,897.137531503,5815.229373464
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 820.0,898.0594742,6207.928455163
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 1000.0,898.888990862,6698.802307286
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0 + 820.0,900.611598932,6773.415132809
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0 + 1000.0,901.512419503,7264.288984932
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 820.0 + 1000.0,902.574565017,7656.988066631
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0 + 820.0,904.486583645,7024.742545096
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0 + 1000.0,905.501371742,7515.61639722
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 820.0 + 1000.0,906.700148298,7908.315478918
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 680.0 + 820.0 + 1000.0,910.045483127,8473.802156564
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0,926.493423844,6050.385437567
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 820.0,928.550532681,6443.084519266
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 1000.0,930.428106741,6933.958371389
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0,934.410269984,7008.571196912
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0 + 1000.0,936.538679915,7499.445049035
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 820.0 + 1000.0,939.090092809,7892.144130734
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0 + 820.0,943.800927675,7259.898609199
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0 + 1000.0,946.364889752,7750.772461322
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 820.0 + 1000.0,949.45271808,8143.471543021
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 680.0 + 820.0 + 1000.0,958.424725223,8708.958220667
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0 + 820.0,964.419975543,7435.8277978
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0 + 1000.0,968.086496107,7926.701649923
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 820.0 + 1000.0,972.547735116,8319.400731622
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 680.0 + 820.0 + 1000.0,985.800590001,8884.887409268
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,861.402139711,5038.470589864
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,861.799778028,5603.95726751
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,861.955164606,5996.656349209
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,862.092621055,6487.530201332
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,862.367641753,5855.284679797
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,862.530249196,6247.983761496
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,862.674132194,6738.85761362
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,862.965831076,6813.470439142
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,863.114679962,7304.344291266
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,863.287038036,7697.043372964
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,863.381641811,6031.213868398
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,863.557553686,6423.912950097
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,863.713284304,6914.786802221
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,864.029219166,6989.399627743
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,864.190547297,7480.273479867
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,864.377450273,7872.972561565
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,864.705162739,7240.72704003
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,864.874686017,7731.600892154
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,865.071146591,8124.299973853
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,865.598641261,8689.786651499
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,867.816070124,6266.369932501
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,868.056358664,6659.0690142
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,868.269530856,7149.942866323
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,868.703303995,7224.555691846
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,868.925481782,7715.42954397
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,869.183455464,8108.128625668
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,869.637277789,7475.883104133
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,869.87278766,7966.756956257
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,870.14636347,8359.456037955
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,870.8843485,8924.942715602
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,871.335166209,7651.812292734
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,871.595915197,8142.686144858
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,871.899055562,8535.385226556
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,872.718113669,9100.871904203
47.0 || 100.0 || 220.0 || 470.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,873.908056026,9352.19931649
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,884.227720112,6393.282421725
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,884.794454758,6785.981503423
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,885.301205194,7276.855355547
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,886.344074142,7351.46818107
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,886.884403343,7842.342033193
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,887.517119068,8235.041114892
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,888.644317497,7602.795593357
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,889.236499578,8093.66944548
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,889.930703404,8486.368527179
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,891.837925214,9051.855204825
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,893.028488807,7778.724781958
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,893.726160254,8269.598634081
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,894.545760331,8662.29771578
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,896.807169268,9227.784393426
47.0 || 100.0 || 220.0 || 470.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,900.220076654,9479.111805713
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,917.687342677,8013.880846061
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,919.142234074,8504.754698184
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,920.872005867,8897.453779883
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,925.763767434,9462.940457529
47.0 || 100.0 || 220.0 || 470.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,933.495155547,9714.267869816
47.0 || 100.0 || 220.0 || 470.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,950.019086327,9890.197058417
47.0 || 100.0 || 330.0 || 470.0 and 47.0,994.0,2534.157860037
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0,978.972789116,2877.054844194
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 220.0,985.72659176,3112.210908297
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 330.0,988.140583554,3288.140096898
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 470.0,989.727272727,3539.467509185
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 680.0,990.961485557,4104.954186831
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 820.0,991.452133795,4497.65326853
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 1000.0,991.890162369,4988.527120654
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 220.0,974.915766739,3455.107892455
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 330.0,976.148656268,3631.037081056
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 470.0,976.936305732,3882.364493343
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 680.0,977.536976878,4447.851170989
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 820.0,977.772916001,4840.550252688
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 100.0 + 1000.0,977.982201714,5331.424104811
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 330.0,981.659217877,3866.193145159
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 470.0,982.778546713,4117.520557446
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 680.0,983.639916623,4683.007235092
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 820.0,983.980111654,5075.706316791
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 220.0 + 1000.0,984.282757626,5566.580168914
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 470.0,984.829268293,4293.449746047
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 680.0,985.793541031,4858.936423693
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 820.0,986.175111659,5251.635505392
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 330.0 + 1000.0,986.514916817,5742.509357515
47.0 || 100.0 || 330.0 || 470.0 and 47.0 + 470.0 + 680.0,987.201257862,5110.26383598
