Combination,Cap(uF),Total_Volume(mm^2)
47.0 || 100.0 and 1500.0 + 1800.0 + 2700.0,774.906976744,12334.945191532
47.0 || 100.0 and 1500.0 + 2200.0 + 2700.0,817.428893905,12948.537506687
47.0 || 100.0 and 1800.0 + 2200.0 + 2700.0,871.390243902,13562.129821841
47.0 || 220.0 and 47.0,314.0,1010.022038129
47.0 || 220.0 and 100.0,367.0,1136.934527353
47.0 || 220.0 and 220.0,487.0,1372.090591455
47.0 || 220.0 and 330.0,597.0,1548.019780056
47.0 || 220.0 and 470.0,737.0,1799.347192344
47.0 || 220.0 and 680.0,947.0,2364.83386999
47.0 || 220.0 and 47.0 + 100.0,298.972789116,1352.919022287
47.0 || 220.0 and 47.0 + 220.0,305.72659176,1588.07508639
47.0 || 220.0 and 47.0 + 330.0,308.140583554,1764.004274991
47.0 || 220.0 and 47.0 + 470.0,309.727272727,2015.331687278
47.0 || 220.0 and 47.0 + 680.0,310.961485557,2580.818364924
47.0 || 220.0 and 47.0 + 820.0,311.452133795,2973.517446623
47.0 || 220.0 and 47.0 + 1000.0,311.890162369,3464.391298746
47.0 || 220.0 and 47.0 + 1500.0,312.572074984,4077.9836139
47.0 || 220.0 and 47.0 + 1800.0,312.804006497,4691.575929055
47.0 || 220.0 and 47.0 + 2200.0,313.016911437,5305.168244209
47.0 || 220.0 and 47.0 + 2700.0,313.195850018,6036.570283873
47.0 || 220.0 and 100.0 + 220.0,335.75,1714.987575613
47.0 || 220.0 and 100.0 + 330.0,343.744186047,1890.916764214
47.0 || 220.0 and 100.0 + 470.0,349.456140351,2142.244176501
47.0 || 220.0 and 100.0 + 680.0,354.179487179,2707.730854147
47.0 || 220.0 and 100.0 + 820.0,356.130434783,3100.429935846
47.0 || 220.0 and 100.0 + 1000.0,357.909090909,3591.30378797
47.0 || 220.0 and 100.0 + 1500.0,360.75,4204.896103124
47.0 || 220.0 and 100.0 + 1800.0,361.736842105,4818.488418278
47.0 || 220.0 and 100.0 + 2200.0,362.652173913,5432.080733432
47.0 || 220.0 and 100.0 + 2700.0,363.428571429,6163.482773096
47.0 || 220.0 and 220.0 + 330.0,399.0,2126.072828317
47.0 || 220.0 and 220.0 + 470.0,416.855072464,2377.400240604
47.0 || 220.0 and 220.0 + 680.0,433.222222222,2942.88691825
47.0 || 220.0 and 220.0 + 820.0,440.461538462,3335.585999949
47.0 || 220.0 and 220.0 + 1000.0,447.327868852,3826.459852072
47.0 || 220.0 and 220.0 + 1500.0,458.860465116,4440.052167227
47.0 || 220.0 and 220.0 + 1800.0,463.03960396,5053.644482381
47.0 || 220.0 and 220.0 + 2200.0,467.0,5667.236797535
47.0 || 220.0 and 220.0 + 2700.0,470.424657534,6398.638837199
47.0 || 220.0 and 330.0 + 470.0,460.875,2553.329429205
47.0 || 220.0 and 330.0 + 680.0,489.178217822,3118.816106851
47.0 || 220.0 and 330.0 + 820.0,502.304347826,3511.51518855
47.0 || 220.0 and 330.0 + 1000.0,515.120300752,4002.389040673
47.0 || 220.0 and 330.0 + 1500.0,537.491803279,4615.981355828
47.0 || 220.0 and 330.0 + 1800.0,545.873239437,5229.573670982
47.0 || 220.0 and 330.0 + 2200.0,553.956521739,5843.165986136
47.0 || 220.0 and 330.0 + 2700.0,561.059405941,6574.5680258
47.0 || 220.0 and 470.0 + 680.0,544.913043478,3370.143519138
47.0 || 220.0 and 470.0 + 820.0,565.759689922,3762.842600837
47.0 || 220.0 and 470.0 + 1000.0,586.727891156,4253.716452961
47.0 || 220.0 and 470.0 + 1500.0,624.868020305,4867.308768115
47.0 || 220.0 and 470.0 + 1800.0,639.68722467,5480.901083269
47.0 || 220.0 and 470.0 + 2200.0,654.265917603,6094.493398423
47.0 || 220.0 and 470.0 + 2700.0,667.315457413,6825.895438087
47.0 || 220.0 and 680.0 + 820.0,638.733333333,4328.329278483
47.0 || 220.0 and 680.0 + 1000.0,671.761904762,4819.203130607
47.0 || 220.0 and 680.0 + 1500.0,734.889908257,5432.795445761
47.0 || 220.0 and 680.0 + 1800.0,760.548387097,6046.387760915
47.0 || 220.0 and 680.0 + 2200.0,786.444444444,6659.98007607
47.0 || 220.0 and 680.0 + 2700.0,810.195266272,7391.382115733
47.0 || 220.0 and 820.0 + 1000.0,717.549450549,5211.902212305
47.0 || 220.0 and 820.0 + 1500.0,797.172413793,5825.49452746
47.0 || 220.0 and 820.0 + 1800.0,830.358778626,6439.086842614
47.0 || 220.0 and 820.0 + 2200.0,864.350993377,7052.679157768
47.0 || 220.0 and 820.0 + 2700.0,895.977272727,7784.081197432
47.0 || 220.0 and 1000.0 + 1500.0,867.0,6316.368379583
47.0 || 220.0 and 1000.0 + 1800.0,909.857142857,6929.960694737
47.0 || 220.0 and 1000.0 + 2200.0,954.5,7543.553009892
47.0 || 220.0 and 1000.0 + 2700.0,996.72972973,8274.955049556
47.0 || 220.0 and 47.0 + 100.0 + 220.0,294.915766739,1930.972070547
47.0 || 220.0 and 47.0 + 100.0 + 330.0,296.148656268,2106.901259148
47.0 || 220.0 and 47.0 + 100.0 + 470.0,296.936305732,2358.228671436
47.0 || 220.0 and 47.0 + 100.0 + 680.0,297.536976878,2923.715349082
47.0 || 220.0 and 47.0 + 100.0 + 820.0,297.772916001,3316.41443078
47.0 || 220.0 and 47.0 + 100.0 + 1000.0,297.982201714,3807.288282904
47.0 || 220.0 and 47.0 + 100.0 + 1500.0,298.305506217,4420.880598058
47.0 || 220.0 and 47.0 + 100.0 + 1800.0,298.414779057,5034.472913212
47.0 || 220.0 and 47.0 + 100.0 + 2200.0,298.514782079,5648.065228367
47.0 || 220.0 and 47.0 + 100.0 + 2700.0,298.598605578,6379.46726803
47.0 || 220.0 and 47.0 + 220.0 + 330.0,301.659217877,2342.057323251
47.0 || 220.0 and 47.0 + 220.0 + 470.0,302.778546713,2593.384735538
47.0 || 220.0 and 47.0 + 220.0 + 680.0,303.639916623,3158.871413185
47.0 || 220.0 and 47.0 + 220.0 + 820.0,303.980111654,3551.570494883
47.0 || 220.0 and 47.0 + 220.0 + 1000.0,304.282757626,4042.444347007
47.0 || 220.0 and 47.0 + 220.0 + 1500.0,304.75192289,4656.036662161
47.0 || 220.0 and 47.0 + 220.0 + 1800.0,304.910946348,5269.628977315
47.0 || 220.0 and 47.0 + 220.0 + 2200.0,305.056680162,5883.221292469
47.0 || 220.0 and 47.0 + 220.0 + 2700.0,305.178983644,6614.623332133
47.0 || 220.0 and 47.0 + 330.0 + 470.0,304.829268293,2769.313924139
47.0 || 220.0 and 47.0 + 330.0 + 680.0,305.793541031,3334.800601786
47.0 || 220.0 and 47.0 + 330.0 + 820.0,306.175111659,3727.499683484
47.0 || 220.0 and 47.0 + 330.0 + 1000.0,306.514916817,4218.373535608
47.0 || 220.0 and 47.0 + 330.0 + 1500.0,307.042340063,4831.965850762
47.0 || 220.0 and 47.0 + 330.0 + 1800.0,307.221290574,5445.558165916
47.0 || 220.0 and 47.0 + 330.0 + 2200.0,307.385366489,6059.15048107
47.0 || 220.0 and 47.0 + 330.0 + 2700.0,307.523122478,6790.552520734
47.0 || 220.0 and 47.0 + 470.0 + 680.0,307.201257862,3586.128014073
47.0 || 220.0 and 47.0 + 470.0 + 820.0,307.611169652,3978.827095771
47.0 || 220.0 and 47.0 + 470.0 + 1000.0,307.976460331,4469.700947895
47.0 || 220.0 and 47.0 + 470.0 + 1500.0,308.543901002,5083.293263049
47.0 || 220.0 and 47.0 + 470.0 + 1800.0,308.736556487,5696.885578203
47.0 || 220.0 and 47.0 + 470.0 + 2200.0,308.913254966,6310.477893358
47.0 || 220.0 and 47.0 + 470.0 + 2700.0,309.061650646,7041.879933022
47.0 || 220.0 and 47.0 + 680.0 + 820.0,308.724566152,4544.313773418
47.0 || 220.0 and 47.0 + 680.0 + 1000.0,309.11025614,5035.187625541
47.0 || 220.0 and 47.0 + 680.0 + 1500.0,309.709762486,5648.779940695
47.0 || 220.0 and 47.0 + 680.0 + 1800.0,309.913409321,6262.37225585
47.0 || 220.0 and 47.0 + 680.0 + 2200.0,310.100235386,6875.964571004
47.0 || 220.0 and 47.0 + 680.0 + 2700.0,310.257170929,7607.366610668
47.0 || 220.0 and 47.0 + 820.0 + 1000.0,309.560240299,5427.88670724
47.0 || 220.0 and 47.0 + 820.0 + 1500.0,310.172720755,6041.479022394
47.0 || 220.0 and 47.0 + 820.0 + 1800.0,310.380817189,6655.071337548
47.0 || 220.0 and 47.0 + 820.0 + 2200.0,310.571744247,7268.663652703
47.0 || 220.0 and 47.0 + 820.0 + 2700.0,310.732138654,8000.065692366
47.0 || 220.0 and 47.0 + 1000.0 + 1500.0,310.585780526,6532.352874517
47.0 || 220.0 and 47.0 + 1000.0 + 1800.0,310.797887761,7145.945189672
47.0 || 220.0 and 47.0 + 1000.0 + 2200.0,310.992511913,7759.537504826
47.0 || 220.0 and 47.0 + 1000.0 + 2700.0,311.156024914,8490.93954449
47.0 || 220.0 and 47.0 + 1500.0 + 1800.0,311.446779447,7759.537504826
47.0 || 220.0 and 47.0 + 1500.0 + 2200.0,311.64722646,8373.12981998
47.0 || 220.0 and 47.0 + 1500.0 + 2700.0,311.815651928,9104.531859644
47.0 || 220.0 and 47.0 + 1800.0 + 2200.0,311.869816779,8986.722135134
47.0 || 220.0 and 47.0 + 1800.0 + 2700.0,312.039929015,9718.124174798
47.0 || 220.0 and 47.0 + 2200.0 + 2700.0,312.245774111,10331.716489953
47.0 || 220.0 and 100.0 + 220.0 + 330.0,323.896551724,2468.969812475
47.0 || 220.0 and 100.0 + 220.0 + 470.0,326.976798144,2720.297224762
47.0 || 220.0 and 100.0 + 220.0 + 680.0,329.437395659,3285.783902408
47.0 || 220.0 and 100.0 + 220.0 + 820.0,330.431786217,3678.482984107
47.0 || 220.0 and 100.0 + 220.0 + 1000.0,331.32748538,4169.35683623
47.0 || 220.0 and 100.0 + 220.0 + 1500.0,332.737051793,4782.949151384
47.0 || 220.0 and 100.0 + 220.0 + 1800.0,333.220735786,5396.541466539
47.0 || 220.0 and 100.0 + 220.0 + 2200.0,333.666666667,6010.133781693
47.0 || 220.0 and 100.0 + 220.0 + 2700.0,334.042889391,6741.535821357
47.0 || 220.0 and 100.0 + 330.0 + 470.0,332.97192684,2896.226413363
47.0 || 220.0 and 100.0 + 330.0 + 680.0,335.961278427,3461.713091009
47.0 || 220.0 and 100.0 + 330.0 + 820.0,337.176348548,3854.412172708
47.0 || 220.0 and 100.0 + 330.0 + 1000.0,338.274298056,4345.286024831
47.0 || 220.0 and 100.0 + 330.0 + 1500.0,340.008849558,4958.878339985
47.0 || 220.0 and 100.0 + 330.0 + 1800.0,340.605947955,5572.47065514
47.0 || 220.0 and 100.0 + 330.0 + 2200.0,341.157303371,6186.062970294
47.0 || 220.0 and 100.0 + 330.0 + 2700.0,341.623115578,6917.465009958
47.0 || 220.0 and 100.0 + 470.0 + 680.0,340.538886332,3713.040503296
47.0 || 220.0 and 100.0 + 470.0 + 820.0,341.922239502,4105.739584995
47.0 || 220.0 and 100.0 + 470.0 + 1000.0,343.175040519,4596.613437118
47.0 || 220.0 and 100.0 + 470.0 + 1500.0,345.159645233,5210.205752273
47.0 || 220.0 and 100.0 + 470.0 + 1800.0,345.844361603,5823.798067427
47.0 || 220.0 and 100.0 + 470.0 + 2200.0,346.477325135,6437.390382581
47.0 || 220.0 and 100.0 + 470.0 + 2700.0,347.01261034,7168.792422245
47.0 || 220.0 and 100.0 + 680.0 + 820.0,345.801582815,4671.226262641
47.0 || 220.0 and 100.0 + 680.0 + 1000.0,347.188679245,5162.100114764
47.0 || 220.0 and 100.0 + 680.0 + 1500.0,349.39095315,5775.692429919
47.0 || 220.0 and 100.0 + 680.0 + 1800.0,350.152173913,6389.284745073
47.0 || 220.0 and 100.0 + 680.0 + 2200.0,350.856502242,7002.877060227
47.0 || 220.0 and 100.0 + 680.0 + 2700.0,351.452621895,7734.279099891
47.0 || 220.0 and 100.0 + 820.0 + 1000.0,348.836327345,5554.799196463
47.0 || 220.0 and 100.0 + 820.0 + 1500.0,351.131326949,6168.391511617
47.0 || 220.0 and 100.0 + 820.0 + 1800.0,351.925201381,6781.983826772
47.0 || 220.0 and 100.0 + 820.0 + 2200.0,352.660018993,7395.576141926
47.0 || 220.0 and 100.0 + 820.0 + 2700.0,353.282151208,8126.97818159
47.0 || 220.0 and 100.0 + 1000.0 + 1500.0,352.714285714,6659.265363741
47.0 || 220.0 and 100.0 + 1000.0 + 1800.0,353.538461538,7272.857678895
47.0 || 220.0 and 100.0 + 1000.0 + 2200.0,354.301587302,7886.449994049
47.0 || 220.0 and 100.0 + 1000.0 + 2700.0,354.947882736,8617.852033713
47.0 || 220.0 and 100.0 + 1500.0 + 1800.0,356.108910891,7886.449994049
47.0 || 220.0 and 100.0 + 1500.0 + 2200.0,356.918256131,8500.042309204
47.0 || 220.0 and 100.0 + 1500.0 + 2700.0,357.604026846,9231.444348867
47.0 || 220.0 and 100.0 + 1800.0 + 2200.0,357.825688073,9113.634624358
47.0 || 220.0 and 100.0 + 1800.0 + 2700.0,358.525423729,9845.036664022
47.0 || 220.0 and 100.0 + 2200.0 + 2700.0,359.379471229,10458.628979176
47.0 || 220.0 and 220.0 + 330.0 + 470.0,370.056478405,3131.382477466
47.0 || 220.0 and 220.0 + 330.0 + 680.0,377.541871921,3696.869155112
47.0 || 220.0 and 220.0 + 330.0 + 820.0,380.697478992,4089.568236811
47.0 || 220.0 and 220.0 + 330.0 + 1000.0,383.607773852,4580.442088934
47.0 || 220.0 and 220.0 + 330.0 + 1500.0,388.323529412,5194.034404088
47.0 || 220.0 and 220.0 + 330.0 + 1800.0,389.98136646,5807.626719242
47.0 || 220.0 and 220.0 + 330.0 + 2200.0,391.528301887,6421.219034397
47.0 || 220.0 and 220.0 + 330.0 + 2700.0,392.847457627,7152.621074061
47.0 || 220.0 and 220.0 + 470.0 + 680.0,389.794271743,3948.196567399
47.0 || 220.0 and 220.0 + 470.0 + 820.0,393.700537956,4340.895649098
47.0 || 220.0 and 220.0 + 470.0 + 1000.0,397.325182758,4831.769501221
47.0 || 220.0 and 220.0 + 470.0 + 1500.0,403.243851019,5445.361816375
47.0 || 220.0 and 220.0 + 470.0 + 1800.0,405.338040731,6058.95413153
47.0 || 220.0 and 220.0 + 470.0 + 2200.0,407.298507463,6672.546446684
47.0 || 220.0 and 220.0 + 470.0 + 2700.0,408.975183076,7403.948486348
47.0 || 220.0 and 220.0 + 680.0 + 820.0,405.206399279,4906.382326744
47.0 || 220.0 and 220.0 + 680.0 + 1000.0,409.530487805,5397.256178867
47.0 || 220.0 and 220.0 + 680.0 + 1500.0,416.639903974,6010.848494022
47.0 || 220.0 and 220.0 + 680.0 + 1800.0,419.169981917,6624.440809176
47.0 || 220.0 and 220.0 + 680.0 + 2200.0,421.545454545,7238.03312433
47.0 || 220.0 and 220.0 + 680.0 + 2700.0,423.582415878,7969.435163994
47.0 || 220.0 and 220.0 + 820.0 + 1000.0,414.820386758,5789.955260566
47.0 || 220.0 and 220.0 + 820.0 + 1500.0,422.481498506,6403.54757572
47.0 || 220.0 and 220.0 + 820.0 + 1800.0,425.214772949,7017.139890875
47.0 || 220.0 and 220.0 + 820.0 + 2200.0,427.784313725,7630.732206029
47.0 || 220.0 and 220.0 + 820.0 + 2700.0,429.990228885,8362.134245693
47.0 || 220.0 and 220.0 + 1000.0 + 1500.0,427.975609756,6894.421427844
47.0 || 220.0 and 220.0 + 1000.0 + 1800.0,430.907284768,7508.013742998
47.0 || 220.0 and 220.0 + 1000.0 + 2200.0,433.666666667,8121.606058152
47.0 || 220.0 and 220.0 + 1000.0 + 2700.0,436.038133182,8853.008097816
47.0 || 220.0 and 220.0 + 1500.0 + 1800.0,440.380035026,8121.606058152
47.0 || 220.0 and 220.0 + 1500.0 + 2200.0,443.470588235,8735.198373306
47.0 || 220.0 and 220.0 + 1500.0 + 2700.0,446.131483715,9466.60041297
47.0 || 220.0 and 220.0 + 1800.0 + 2200.0,447.0,9348.790688461
47.0 || 220.0 and 220.0 + 1800.0 + 2700.0,449.769230769,10080.192728125
47.0 || 220.0 and 220.0 + 2200.0 + 2700.0,453.206896552,10693.785043279
47.0 || 220.0 and 330.0 + 470.0 + 680.0,417.862537548,4124.125756
47.0 || 220.0 and 330.0 + 470.0 + 820.0,423.801873998,4516.824837699
47.0 || 220.0 and 330.0 + 470.0 + 1000.0,429.391372631,5007.698689822
47.0 || 220.0 and 330.0 + 470.0 + 1500.0,438.684746513,5621.291004976
47.0 || 220.0 and 330.0 + 470.0 + 1800.0,442.023509498,6234.883320131
47.0 || 220.0 and 330.0 + 470.0 + 2200.0,445.173463527,6848.475635285
47.0 || 220.0 and 330.0 + 470.0 + 2700.0,447.886354801,7579.877674949
47.0 || 220.0 and 330.0 + 680.0 + 820.0,441.812844385,5082.311515345
47.0 || 220.0 and 330.0 + 680.0 + 1000.0,448.788723266,5573.185367468
47.0 || 220.0 and 330.0 + 680.0 + 1500.0,460.515005174,6186.777682623
47.0 || 220.0 and 330.0 + 680.0 + 1800.0,464.76733255,6800.369997777
47.0 || 220.0 and 330.0 + 680.0 + 2200.0,468.798561151,7413.962312931
47.0 || 220.0 and 330.0 + 680.0 + 2700.0,472.28562716,8145.364352595
47.0 || 220.0 and 330.0 + 820.0 + 1000.0,457.482894552,5965.884449167
47.0 || 220.0 and 330.0 + 820.0 + 1500.0,470.397474444,6579.476764321
47.0 || 220.0 and 330.0 + 820.0 + 1800.0,475.100487055,7193.069079476
47.0 || 220.0 and 330.0 + 820.0 + 2200.0,479.568735271,7806.66139463
47.0 || 220.0 and 330.0 + 820.0 + 2700.0,483.441521507,8538.063434294
47.0 || 220.0 and 330.0 + 1000.0 + 1500.0,479.903225806,7070.350616445
47.0 || 220.0 and 330.0 + 1000.0 + 1800.0,485.061674009,7683.942931599
47.0 || 220.0 and 330.0 + 1000.0 + 2200.0,489.972972973,8297.535246753
47.0 || 220.0 and 330.0 + 1000.0 + 2700.0,494.237949503,9028.937286417
47.0 || 220.0 and 330.0 + 1500.0 + 1800.0,502.154394299,8297.535246753
47.0 || 220.0 and 330.0 + 1500.0 + 2200.0,507.875912409,8911.127561907
47.0 || 220.0 and 330.0 + 1500.0 + 2700.0,512.860927152,9642.529601571
47.0 || 220.0 and 330.0 + 1800.0 + 2200.0,514.5,9524.719877062
47.0 || 220.0 and 330.0 + 1800.0 + 2700.0,519.765957447,10256.121916726
47.0 || 220.0 and 330.0 + 2200.0 + 2700.0,526.388646288,10869.71423188
47.0 || 220.0 and 470.0 + 680.0 + 820.0,474.565341359,5333.638927632
47.0 || 220.0 and 470.0 + 680.0 + 1000.0,484.474142624,5824.512779755
47.0 || 220.0 and 470.0 + 680.0 + 1500.0,501.471290228,6438.10509491
47.0 || 220.0 and 470.0 + 680.0 + 1800.0,507.743220623,7051.697410064
47.0 || 220.0 and 470.0 + 680.0 + 2200.0,513.743402583,7665.289725218
47.0 || 220.0 and 470.0 + 680.0 + 2700.0,518.976873211,8396.691764882
47.0 || 220.0 and 470.0 + 820.0 + 1000.0,497.034618599,6217.211861454
47.0 || 220.0 and 470.0 + 820.0 + 1500.0,516.138079641,6830.804176608
47.0 || 220.0 and 470.0 + 820.0 + 1800.0,523.2310704,7444.396491763
47.0 || 220.0 and 470.0 + 820.0 + 2200.0,530.039027114,8057.988806917
47.0 || 220.0 and 470.0 + 820.0 + 2700.0,535.994933306,8789.390846581
47.0 || 220.0 and 470.0 + 1000.0 + 1500.0,530.551401869,7321.678028732
47.0 || 220.0 and 470.0 + 1000.0 + 1800.0,538.501925546,7935.270343886
47.0 || 220.0 and 470.0 + 1000.0 + 2200.0,546.157667387,8548.86265904
47.0 || 220.0 and 470.0 + 1000.0 + 2700.0,552.875197116,9280.264698704
47.0 || 220.0 and 470.0 + 1500.0 + 1800.0,565.517995766,8548.86265904
47.0 || 220.0 and 470.0 + 1500.0 + 2200.0,574.799166501,9162.454974195
47.0 || 220.0 and 470.0 + 1500.0 + 2700.0,582.986055777,9893.857013859
47.0 || 220.0 and 470.0 + 1800.0 + 2200.0,585.698630137,9776.047289349
47.0 || 220.0 and 470.0 + 1800.0 + 2700.0,594.483870968,10507.449329013
47.0 || 220.0 and 470.0 + 2200.0 + 2700.0,605.687371103,11121.041644167
47.0 || 220.0 and 680.0 + 820.0 + 1000.0,537.99533437,6782.6985391
47.0 || 220.0 and 680.0 + 820.0 + 1500.0,564.90568457,7396.290854255
47.0 || 220.0 and 680.0 + 820.0 + 1800.0,575.104125737,8009.883169409
47.0 || 220.0 and 680.0 + 820.0 + 2200.0,585.000829531,8623.475484563
47.0 || 220.0 and 680.0 + 820.0 + 2700.0,593.747113465,9354.877524227
47.0 || 220.0 and 680.0 + 1000.0 + 1500.0,585.75,7887.164706378
47.0 || 220.0 and 680.0 + 1000.0 + 1800.0,597.453563715,8500.757021532
47.0 || 220.0 and 680.0 + 1000.0 + 2200.0,608.864716636,9114.349336687
47.0 || 220.0 and 680.0 + 1000.0 + 2700.0,618.993865031,9845.75137635
47.0 || 220.0 and 680.0 + 1500.0 + 1800.0,638.359223301,9114.349336687
47.0 || 220.0 and 680.0 + 1500.0 + 2200.0,652.83218707,9727.941651841
47.0 || 220.0 and 680.0 + 1500.0 + 2700.0,665.783666377,10459.343691505
47.0 || 220.0 and 680.0 + 1800.0 + 2200.0,670.113772455,10341.533966995
47.0 || 220.0 and 680.0 + 1800.0 + 2700.0,684.272727273,11072.936006659
47.0 || 220.0 and 680.0 + 2200.0 + 2700.0,702.634167386,11686.528321813
47.0 || 220.0 and 820.0 + 1000.0 + 1500.0,613.478873239,8279.863788077
47.0 || 220.0 and 820.0 + 1000.0 + 1800.0,627.3515625,8893.456103231
47.0 || 220.0 and 820.0 + 1000.0 + 2200.0,640.963515755,9507.048418385
47.0 || 220.0 and 820.0 + 1000.0 + 2700.0,653.117893268,10238.450458049
47.0 || 220.0 and 820.0 + 1500.0 + 1800.0,676.544950055,9507.048418385
47.0 || 220.0 and 820.0 + 1500.0 + 2200.0,694.218187559,10120.64073354
47.0 || 220.0 and 820.0 + 1500.0 + 2700.0,710.154523619,10852.042773203
47.0 || 220.0 and 820.0 + 1800.0 + 2200.0,715.508287293,10734.233048694
47.0 || 220.0 and 820.0 + 1800.0 + 2700.0,733.105263158,11465.635088358
47.0 || 220.0 and 820.0 + 2200.0 + 2700.0,756.13436433,12079.227403512
47.0 || 220.0 and 1000.0 + 1500.0 + 1800.0,717.0,9997.922270509
47.0 || 220.0 and 1000.0 + 1500.0 + 2200.0,738.428571429,10611.514585663
47.0 || 220.0 and 1000.0 + 1500.0 + 2700.0,757.909090909,11342.916625327
47.0 || 220.0 and 1000.0 + 1800.0 + 2200.0,764.487437186,11225.106900817
47.0 || 220.0 and 1000.0 + 1800.0 + 2700.0,786.230769231,11956.508940481
47.0 || 220.0 and 1000.0 + 2200.0 + 2700.0,814.970479705,12570.101255635
47.0 || 220.0 and 1500.0 + 1800.0 + 2200.0,863.385542169,11838.699215971
47.0 || 220.0 and 1500.0 + 1800.0 + 2700.0,894.906976744,12570.101255635
47.0 || 220.0 and 1500.0 + 2200.0 + 2700.0,937.428893905,13183.69357079
47.0 || 220.0 and 1800.0 + 2200.0 + 2700.0,991.390243902,13797.285885944
47.0 || 330.0 and 47.0,424.0,1185.95122673
47.0 || 330.0 and 100.0,477.0,1312.863715954
47.0 || 330.0 and 220.0,597.0,1548.019780056
47.0 || 330.0 and 330.0,707.0,1723.948968657
47.0 || 330.0 and 470.0,847.0,1975.276380945
47.0 || 330.0 and 47.0 + 100.0,408.972789116,1528.848210888
47.0 || 330.0 and 47.0 + 220.0,415.72659176,1764.004274991
47.0 || 330.0 and 47.0 + 330.0,418.140583554,1939.933463592
47.0 || 330.0 and 47.0 + 470.0,419.727272727,2191.260875879
47.0 || 330.0 and 47.0 + 680.0,420.961485557,2756.747553525
47.0 || 330.0 and 47.0 + 820.0,421.452133795,3149.446635224
47.0 || 330.0 and 47.0 + 1000.0,421.890162369,3640.320487347
47.0 || 330.0 and 47.0 + 1500.0,422.572074984,4253.912802501
47.0 || 330.0 and 47.0 + 1800.0,422.804006497,4867.505117656
47.0 || 330.0 and 47.0 + 2200.0,423.016911437,5481.09743281
47.0 || 330.0 and 47.0 + 2700.0,423.195850018,6212.499472474
47.0 || 330.0 and 100.0 + 220.0,445.75,1890.916764214
47.0 || 330.0 and 100.0 + 330.0,453.744186047,2066.845952815
47.0 || 330.0 and 100.0 + 470.0,459.456140351,2318.173365102
47.0 || 330.0 and 100.0 + 680.0,464.179487179,2883.660042748
47.0 || 330.0 and 100.0 + 820.0,466.130434783,3276.359124447
47.0 || 330.0 and 100.0 + 1000.0,467.909090909,3767.232976571
47.0 || 330.0 and 100.0 + 1500.0,470.75,4380.825291725
47.0 || 330.0 and 100.0 + 1800.0,471.736842105,4994.417606879
47.0 || 330.0 and 100.0 + 2200.0,472.652173913,5608.009922033
47.0 || 330.0 and 100.0 + 2700.0,473.428571429,6339.411961697
47.0 || 330.0 and 220.0 + 330.0,509.0,2302.002016918
47.0 || 330.0 and 220.0 + 470.0,526.855072464,2553.329429205
47.0 || 330.0 and 220.0 + 680.0,543.222222222,3118.816106851
47.0 || 330.0 and 220.0 + 820.0,550.461538462,3511.51518855
47.0 || 330.0 and 220.0 + 1000.0,557.327868852,4002.389040673
47.0 || 330.0 and 220.0 + 1500.0,568.860465116,4615.981355828
47.0 || 330.0 and 220.0 + 1800.0,573.03960396,5229.573670982
47.0 || 330.0 and 220.0 + 2200.0,577.0,5843.165986136
47.0 || 330.0 and 220.0 + 2700.0,580.424657534,6574.5680258
47.0 || 330.0 and 330.0 + 470.0,570.875,2729.258617806
47.0 || 330.0 and 330.0 + 680.0,599.178217822,3294.745295452
47.0 || 330.0 and 330.0 + 820.0,612.304347826,3687.444377151
47.0 || 330.0 and 330.0 + 1000.0,625.120300752,4178.318229274
47.0 || 330.0 and 330.0 + 1500.0,647.491803279,4791.910544429
47.0 || 330.0 and 330.0 + 1800.0,655.873239437,5405.502859583
47.0 || 330.0 and 330.0 + 2200.0,663.956521739,6019.095174737
47.0 || 330.0 and 330.0 + 2700.0,671.059405941,6750.497214401
47.0 || 330.0 and 470.0 + 680.0,654.913043478,3546.072707739
47.0 || 330.0 and 470.0 + 820.0,675.759689922,3938.771789438
47.0 || 330.0 and 470.0 + 1000.0,696.727891156,4429.645641562
47.0 || 330.0 and 470.0 + 1500.0,734.868020305,5043.237956716
47.0 || 330.0 and 470.0 + 1800.0,749.68722467,5656.83027187
47.0 || 330.0 and 470.0 + 2200.0,764.265917603,6270.422587024
47.0 || 330.0 and 470.0 + 2700.0,777.315457413,7001.824626688
47.0 || 330.0 and 680.0 + 820.0,748.733333333,4504.258467084
47.0 || 330.0 and 680.0 + 1000.0,781.761904762,4995.132319208
47.0 || 330.0 and 680.0 + 1500.0,844.889908257,5608.724634362
47.0 || 330.0 and 680.0 + 1800.0,870.548387097,6222.316949516
47.0 || 330.0 and 680.0 + 2200.0,896.444444444,6835.909264671
47.0 || 330.0 and 680.0 + 2700.0,920.195266272,7567.311304334
47.0 || 330.0 and 820.0 + 1000.0,827.549450549,5387.831400906
47.0 || 330.0 and 820.0 + 1500.0,907.172413793,6001.423716061
47.0 || 330.0 and 820.0 + 1800.0,940.358778626,6615.016031215
47.0 || 330.0 and 820.0 + 2200.0,974.350993377,7228.608346369
47.0 || 330.0 and 1000.0 + 1500.0,977.0,6492.297568184
47.0 || 330.0 and 47.0 + 100.0 + 220.0,404.915766739,2106.901259148
47.0 || 330.0 and 47.0 + 100.0 + 330.0,406.148656268,2282.830447749
47.0 || 330.0 and 47.0 + 100.0 + 470.0,406.936305732,2534.157860037
