Combination,Cap(uF),Vol(mm^3)
100.0 || 680.0 and 47.0 + 470.0,8.227e-04,3134.987455036
100.0 || 680.0 and 47.0 + 680.0,8.240e-04,3700.474132682
100.0 || 680.0 and 47.0 + 820.0,8.245e-04,4093.173214381
100.0 || 680.0 and 47.0 + 1000.0,8.249e-04,4584.047066504
100.0 || 680.0 and 100.0 + 220.0,8.488e-04,2834.643343371
100.0 || 680.0 and 100.0 + 330.0,8.567e-04,3010.572531972
100.0 || 680.0 and 100.0 + 470.0,8.625e-04,3261.899944259
100.0 || 680.0 and 100.0 + 680.0,8.672e-04,3827.386621905
100.0 || 680.0 and 100.0 + 820.0,8.691e-04,4220.085703604
100.0 || 680.0 and 100.0 + 1000.0,8.709e-04,4710.959555727
100.0 || 680.0 and 220.0 + 330.0,9.120e-04,3245.728596075
100.0 || 680.0 and 220.0 + 470.0,9.299e-04,3497.056008362
100.0 || 680.0 and 220.0 + 680.0,9.462e-04,4062.542686008
100.0 || 680.0 and 220.0 + 820.0,9.535e-04,4455.241767707
100.0 || 680.0 and 220.0 + 1000.0,9.603e-04,4946.11561983
100.0 || 680.0 and 330.0 + 470.0,9.739e-04,3672.985196963
100.0 || 680.0 and 47.0 + 100.0 + 220.0,8.079e-04,3050.627838305
100.0 || 680.0 and 47.0 + 100.0 + 330.0,8.091e-04,3226.557026906
100.0 || 680.0 and 47.0 + 100.0 + 470.0,8.099e-04,3477.884439193
100.0 || 680.0 and 47.0 + 100.0 + 680.0,8.105e-04,4043.371116839
100.0 || 680.0 and 47.0 + 100.0 + 820.0,8.108e-04,4436.070198538
100.0 || 680.0 and 47.0 + 100.0 + 1000.0,8.110e-04,4926.944050662
100.0 || 680.0 and 47.0 + 220.0 + 330.0,8.147e-04,3461.713091009
100.0 || 680.0 and 47.0 + 220.0 + 470.0,8.158e-04,3713.040503296
100.0 || 680.0 and 47.0 + 220.0 + 680.0,8.166e-04,4278.527180942
100.0 || 680.0 and 47.0 + 220.0 + 820.0,8.170e-04,4671.226262641
100.0 || 680.0 and 47.0 + 220.0 + 1000.0,8.173e-04,5162.100114764
100.0 || 680.0 and 47.0 + 330.0 + 470.0,8.178e-04,3888.969691897
100.0 || 680.0 and 47.0 + 330.0 + 680.0,8.188e-04,4454.456369543
100.0 || 680.0 and 47.0 + 330.0 + 820.0,8.192e-04,4847.155451242
100.0 || 680.0 and 47.0 + 330.0 + 1000.0,8.195e-04,5338.029303365
100.0 || 680.0 and 47.0 + 470.0 + 680.0,8.202e-04,4705.783781831
100.0 || 680.0 and 47.0 + 470.0 + 820.0,8.206e-04,5098.482863529
100.0 || 680.0 and 47.0 + 470.0 + 1000.0,8.210e-04,5589.356715653
100.0 || 680.0 and 47.0 + 680.0 + 820.0,8.217e-04,5663.969541175
100.0 || 680.0 and 47.0 + 680.0 + 1000.0,8.221e-04,6154.843393299
100.0 || 680.0 and 47.0 + 820.0 + 1000.0,8.226e-04,6547.542474998
100.0 || 680.0 and 100.0 + 220.0 + 330.0,8.369e-04,3588.625580232
100.0 || 680.0 and 100.0 + 220.0 + 470.0,8.400e-04,3839.95299252
100.0 || 680.0 and 100.0 + 220.0 + 680.0,8.424e-04,4405.439670166
100.0 || 680.0 and 100.0 + 220.0 + 820.0,8.434e-04,4798.138751864
100.0 || 680.0 and 100.0 + 220.0 + 1000.0,8.443e-04,5289.012603988
100.0 || 680.0 and 100.0 + 330.0 + 470.0,8.460e-04,4015.882181121
100.0 || 680.0 and 100.0 + 330.0 + 680.0,8.490e-04,4581.368858767
100.0 || 680.0 and 100.0 + 330.0 + 820.0,8.502e-04,4974.067940465
100.0 || 680.0 and 100.0 + 330.0 + 1000.0,8.513e-04,5464.941792589
100.0 || 680.0 and 100.0 + 470.0 + 680.0,8.535e-04,4832.696271054
100.0 || 680.0 and 100.0 + 470.0 + 820.0,8.549e-04,5225.395352753
100.0 || 680.0 and 100.0 + 470.0 + 1000.0,8.562e-04,5716.269204876
100.0 || 680.0 and 100.0 + 680.0 + 820.0,8.588e-04,5790.882030399
100.0 || 680.0 and 100.0 + 680.0 + 1000.0,8.602e-04,6281.755882522
100.0 || 680.0 and 100.0 + 820.0 + 1000.0,8.618e-04,6674.454964221
100.0 || 680.0 and 220.0 + 330.0 + 470.0,8.831e-04,4251.038245223
100.0 || 680.0 and 220.0 + 330.0 + 680.0,8.905e-04,4816.52492287
100.0 || 680.0 and 220.0 + 330.0 + 820.0,8.937e-04,5209.224004568
100.0 || 680.0 and 220.0 + 330.0 + 1000.0,8.966e-04,5700.097856692
100.0 || 680.0 and 220.0 + 470.0 + 680.0,9.028e-04,5067.852335157
100.0 || 680.0 and 220.0 + 470.0 + 820.0,9.067e-04,5460.551416855
100.0 || 680.0 and 220.0 + 470.0 + 1000.0,9.103e-04,5951.425268979
100.0 || 680.0 and 220.0 + 680.0 + 820.0,9.182e-04,6026.038094502
100.0 || 680.0 and 220.0 + 680.0 + 1000.0,9.225e-04,6516.911946625
100.0 || 680.0 and 220.0 + 820.0 + 1000.0,9.278e-04,6909.611028324
100.0 || 680.0 and 330.0 + 470.0 + 680.0,9.309e-04,5243.781523758
100.0 || 680.0 and 330.0 + 470.0 + 820.0,9.368e-04,5636.480605456
100.0 || 680.0 and 330.0 + 470.0 + 1000.0,9.424e-04,6127.35445758
100.0 || 680.0 and 330.0 + 680.0 + 820.0,9.548e-04,6201.967283103
100.0 || 680.0 and 330.0 + 680.0 + 1000.0,9.618e-04,6692.841135226
100.0 || 680.0 and 330.0 + 820.0 + 1000.0,9.705e-04,7085.540216925
100.0 || 680.0 and 470.0 + 680.0 + 820.0,9.876e-04,6453.29469539
100.0 || 680.0 and 470.0 + 680.0 + 1000.0,9.975e-04,6944.168547513
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0,8.057e-04,3804.610075167
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0,8.064e-04,4055.937487454
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0,8.068e-04,4621.4241651
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 820.0,8.070e-04,5014.123246799
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 1000.0,8.072e-04,5504.997098922
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0,8.074e-04,4231.866676055
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0,8.080e-04,4797.353353701
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 820.0,8.081e-04,5190.0524354
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 1000.0,8.083e-04,5680.926287523
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0,8.087e-04,5048.680765988
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 820.0,8.089e-04,5441.379847687
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 1000.0,8.091e-04,5932.25369981
100.0 || 680.0 and 47.0 + 100.0 + 680.0 + 820.0,8.094e-04,6006.866525333
100.0 || 680.0 and 47.0 + 100.0 + 680.0 + 1000.0,8.096e-04,6497.740377457
100.0 || 680.0 and 47.0 + 100.0 + 820.0 + 1000.0,8.099e-04,6890.439459155
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0,8.123e-04,4467.022740158
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0,8.130e-04,5032.509417804
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 820.0,8.133e-04,5425.208499503
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 1000.0,8.135e-04,5916.082351626
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0,8.140e-04,5283.836830091
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 820.0,8.143e-04,5676.53591179
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 1000.0,8.145e-04,6167.409763913
100.0 || 680.0 and 47.0 + 220.0 + 680.0 + 820.0,8.151e-04,6242.022589436
100.0 || 680.0 and 47.0 + 220.0 + 680.0 + 1000.0,8.153e-04,6732.896441559
100.0 || 680.0 and 47.0 + 220.0 + 820.0 + 1000.0,8.157e-04,7125.595523258
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0,8.158e-04,5459.766018692
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 820.0,8.162e-04,5852.465100391
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 1000.0,8.165e-04,6343.338952514
100.0 || 680.0 and 47.0 + 330.0 + 680.0 + 820.0,8.170e-04,6417.951778037
100.0 || 680.0 and 47.0 + 330.0 + 680.0 + 1000.0,8.173e-04,6908.82563016
100.0 || 680.0 and 47.0 + 330.0 + 820.0 + 1000.0,8.177e-04,7301.524711859
100.0 || 680.0 and 47.0 + 470.0 + 680.0 + 820.0,8.183e-04,6669.279190324
100.0 || 680.0 and 47.0 + 470.0 + 680.0 + 1000.0,8.186e-04,7160.153042448
100.0 || 680.0 and 47.0 + 470.0 + 820.0 + 1000.0,8.190e-04,7552.852124146
100.0 || 680.0 and 47.0 + 680.0 + 820.0 + 1000.0,8.201e-04,8118.338801792
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0,8.308e-04,4593.935229381
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0,8.325e-04,5159.421907027
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 820.0,8.332e-04,5552.120988726
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 1000.0,8.338e-04,6042.994840849
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 680.0,8.351e-04,5410.749319314
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 820.0,8.359e-04,5803.448401013
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 1000.0,8.366e-04,6294.322253137
100.0 || 680.0 and 100.0 + 220.0 + 680.0 + 820.0,8.380e-04,6368.935078659
100.0 || 680.0 and 100.0 + 220.0 + 680.0 + 1000.0,8.388e-04,6859.808930783
100.0 || 680.0 and 100.0 + 220.0 + 820.0 + 1000.0,8.396e-04,7252.508012481
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 680.0,8.401e-04,5586.678507915
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 820.0,8.411e-04,5979.377589614
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 1000.0,8.419e-04,6470.251441738
100.0 || 680.0 and 100.0 + 330.0 + 680.0 + 820.0,8.436e-04,6544.86426726
100.0 || 680.0 and 100.0 + 330.0 + 680.0 + 1000.0,8.445e-04,7035.738119384
100.0 || 680.0 and 100.0 + 330.0 + 820.0 + 1000.0,8.456e-04,7428.437201082
100.0 || 680.0 and 100.0 + 470.0 + 680.0 + 820.0,8.475e-04,6796.191679548
100.0 || 680.0 and 100.0 + 470.0 + 680.0 + 1000.0,8.485e-04,7287.065531671
100.0 || 680.0 and 100.0 + 470.0 + 820.0 + 1000.0,8.497e-04,7679.76461337
100.0 || 680.0 and 100.0 + 680.0 + 820.0 + 1000.0,8.530e-04,8245.251291016
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 680.0,8.695e-04,5821.834572018
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 820.0,8.716e-04,6214.533653717
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 1000.0,8.734e-04,6705.40750584
100.0 || 680.0 and 220.0 + 330.0 + 680.0 + 820.0,8.774e-04,6780.020331363
100.0 || 680.0 and 220.0 + 330.0 + 680.0 + 1000.0,8.795e-04,7270.894183487
100.0 || 680.0 and 220.0 + 330.0 + 820.0 + 1000.0,8.821e-04,7663.593265185
100.0 || 680.0 and 220.0 + 470.0 + 680.0 + 820.0,8.868e-04,7031.34774365
100.0 || 680.0 and 220.0 + 470.0 + 680.0 + 1000.0,8.894e-04,7522.221595774
100.0 || 680.0 and 220.0 + 470.0 + 820.0 + 1000.0,8.925e-04,7914.920677472
100.0 || 680.0 and 220.0 + 680.0 + 820.0 + 1000.0,9.014e-04,8480.407355119
100.0 || 680.0 and 330.0 + 470.0 + 680.0 + 820.0,9.074e-04,7207.276932251
100.0 || 680.0 and 330.0 + 470.0 + 680.0 + 1000.0,9.111e-04,7698.150784375
100.0 || 680.0 and 330.0 + 470.0 + 820.0 + 1000.0,9.155e-04,8090.849866074
100.0 || 680.0 and 330.0 + 680.0 + 820.0 + 1000.0,9.288e-04,8656.33654372
100.0 || 680.0 and 470.0 + 680.0 + 820.0 + 1000.0,9.519e-04,8907.663956007
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,8.044e-04,4809.919724315
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,8.048e-04,5375.406401962
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,8.050e-04,5768.10548366
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,8.051e-04,6258.979335784
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,8.054e-04,5626.733814249
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,8.055e-04,6019.432895947
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,8.057e-04,6510.306748071
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,8.060e-04,6584.919573594
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,8.061e-04,7075.793425717
100.0 || 680.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,8.063e-04,7468.492507416
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,8.064e-04,5802.66300285
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,8.066e-04,6195.362084548
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,8.067e-04,6686.235936672
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,8.070e-04,6760.848762195
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,8.072e-04,7251.722614318
100.0 || 680.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,8.074e-04,7644.421696017
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,8.077e-04,7012.176174482
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,8.079e-04,7503.050026605
100.0 || 680.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,8.081e-04,7895.749108304
100.0 || 680.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,8.086e-04,8461.23578595
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,8.108e-04,6037.819066953
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,8.111e-04,6430.518148651
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,8.113e-04,6921.392000775
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,8.117e-04,6996.004826297
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,8.119e-04,7486.878678421
100.0 || 680.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,8.122e-04,7879.57776012
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,8.126e-04,7247.332238585
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,8.129e-04,7738.206090708
100.0 || 680.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,8.131e-04,8130.905172407
100.0 || 680.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,8.139e-04,8696.391850053
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,8.143e-04,7423.261427186
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.146e-04,7914.135279309
100.0 || 680.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.149e-04,8306.834361008
100.0 || 680.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.157e-04,8872.321038654
100.0 || 680.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.169e-04,9123.648450941
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,8.272e-04,6164.731556176
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,8.278e-04,6557.430637875
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,8.283e-04,7048.304489998
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,8.293e-04,7122.917315521
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,8.299e-04,7613.791167644
100.0 || 680.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,8.305e-04,8006.490249343
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,8.316e-04,7374.244727808
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,8.322e-04,7865.118579931
100.0 || 680.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,8.329e-04,8257.81766163
100.0 || 680.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,8.348e-04,8823.304339276
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,8.360e-04,7550.173916409
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.367e-04,8041.047768532
100.0 || 680.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.375e-04,8433.746850231
100.0 || 680.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.398e-04,8999.233527877
100.0 || 680.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.432e-04,9250.560940165
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,8.607e-04,7785.329980512
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,8.621e-04,8276.203832635
100.0 || 680.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,8.639e-04,8668.902914334
100.0 || 680.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,8.688e-04,9234.38959198
100.0 || 680.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.765e-04,9485.717004267
100.0 || 680.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,8.930e-04,9661.646192868
100.0 || 820.0 and 47.0,9.670e-04,2522.376887586
100.0 || 820.0 and 47.0 + 100.0,9.520e-04,2865.273871743
100.0 || 820.0 and 47.0 + 220.0,9.587e-04,3100.429935846
100.0 || 820.0 and 47.0 + 330.0,9.611e-04,3276.359124447
100.0 || 820.0 and 47.0 + 470.0,9.627e-04,3527.686536734
100.0 || 820.0 and 47.0 + 680.0,9.640e-04,4093.173214381
100.0 || 820.0 and 47.0 + 820.0,9.645e-04,4485.872296079
100.0 || 820.0 and 47.0 + 1000.0,9.649e-04,4976.746148203
100.0 || 820.0 and 100.0 + 220.0,9.888e-04,3227.34242507
100.0 || 820.0 and 100.0 + 330.0,9.967e-04,3403.271613671
100.0 || 820.0 and 47.0 + 100.0 + 220.0,9.479e-04,3443.326920004
100.0 || 820.0 and 47.0 + 100.0 + 330.0,9.491e-04,3619.256108605
100.0 || 820.0 and 47.0 + 100.0 + 470.0,9.499e-04,3870.583520892
100.0 || 820.0 and 47.0 + 100.0 + 680.0,9.505e-04,4436.070198538
100.0 || 820.0 and 47.0 + 100.0 + 820.0,9.508e-04,4828.769280237
100.0 || 820.0 and 47.0 + 100.0 + 1000.0,9.510e-04,5319.64313236
100.0 || 820.0 and 47.0 + 220.0 + 330.0,9.547e-04,3854.412172708
100.0 || 820.0 and 47.0 + 220.0 + 470.0,9.558e-04,4105.739584995
100.0 || 820.0 and 47.0 + 220.0 + 680.0,9.566e-04,4671.226262641
100.0 || 820.0 and 47.0 + 220.0 + 820.0,9.570e-04,5063.92534434
100.0 || 820.0 and 47.0 + 220.0 + 1000.0,9.573e-04,5554.799196463
100.0 || 820.0 and 47.0 + 330.0 + 470.0,9.578e-04,4281.668773596
100.0 || 820.0 and 47.0 + 330.0 + 680.0,9.588e-04,4847.155451242
100.0 || 820.0 and 47.0 + 330.0 + 820.0,9.592e-04,5239.854532941
100.0 || 820.0 and 47.0 + 330.0 + 1000.0,9.595e-04,5730.728385064
100.0 || 820.0 and 47.0 + 470.0 + 680.0,9.602e-04,5098.482863529
100.0 || 820.0 and 47.0 + 470.0 + 820.0,9.606e-04,5491.181945228
100.0 || 820.0 and 47.0 + 470.0 + 1000.0,9.610e-04,5982.055797351
100.0 || 820.0 and 47.0 + 680.0 + 820.0,9.617e-04,6056.668622874
100.0 || 820.0 and 47.0 + 680.0 + 1000.0,9.621e-04,6547.542474998
100.0 || 820.0 and 47.0 + 820.0 + 1000.0,9.626e-04,6940.241556696
100.0 || 820.0 and 100.0 + 220.0 + 330.0,9.769e-04,3981.324661931
100.0 || 820.0 and 100.0 + 220.0 + 470.0,9.800e-04,4232.652074218
100.0 || 820.0 and 100.0 + 220.0 + 680.0,9.824e-04,4798.138751864
100.0 || 820.0 and 100.0 + 220.0 + 820.0,9.834e-04,5190.837833563
100.0 || 820.0 and 100.0 + 220.0 + 1000.0,9.843e-04,5681.711685687
100.0 || 820.0 and 100.0 + 330.0 + 470.0,9.860e-04,4408.581262819
100.0 || 820.0 and 100.0 + 330.0 + 680.0,9.890e-04,4974.067940465
100.0 || 820.0 and 100.0 + 330.0 + 820.0,9.902e-04,5366.767022164
100.0 || 820.0 and 100.0 + 330.0 + 1000.0,9.913e-04,5857.640874288
100.0 || 820.0 and 100.0 + 470.0 + 680.0,9.935e-04,5225.395352753
100.0 || 820.0 and 100.0 + 470.0 + 820.0,9.949e-04,5618.094434451
100.0 || 820.0 and 100.0 + 470.0 + 1000.0,9.962e-04,6108.968286575
100.0 || 820.0 and 100.0 + 680.0 + 820.0,9.988e-04,6183.581112098
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0,9.457e-04,4197.309156865
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0,9.464e-04,4448.636569153
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 680.0,9.468e-04,5014.123246799
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 820.0,9.470e-04,5406.822328497
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 1000.0,9.472e-04,5897.696180621
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0,9.474e-04,4624.565757754
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 680.0,9.480e-04,5190.0524354
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 820.0,9.481e-04,5582.751517098
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 1000.0,9.483e-04,6073.625369222
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 680.0,9.487e-04,5441.379847687
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 820.0,9.489e-04,5834.078929386
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 1000.0,9.491e-04,6324.952781509
100.0 || 820.0 and 47.0 + 100.0 + 680.0 + 820.0,9.494e-04,6399.565607032
100.0 || 820.0 and 47.0 + 100.0 + 680.0 + 1000.0,9.496e-04,6890.439459155
100.0 || 820.0 and 47.0 + 100.0 + 820.0 + 1000.0,9.499e-04,7283.138540854
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0,9.523e-04,4859.721821856
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 680.0,9.530e-04,5425.208499503
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 820.0,9.533e-04,5817.907581201
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 1000.0,9.535e-04,6308.781433325
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 680.0,9.540e-04,5676.53591179
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 820.0,9.543e-04,6069.234993488
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 1000.0,9.545e-04,6560.108845612
100.0 || 820.0 and 47.0 + 220.0 + 680.0 + 820.0,9.551e-04,6634.721671135
100.0 || 820.0 and 47.0 + 220.0 + 680.0 + 1000.0,9.553e-04,7125.595523258
100.0 || 820.0 and 47.0 + 220.0 + 820.0 + 1000.0,9.557e-04,7518.294604957
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 680.0,9.558e-04,5852.465100391
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 820.0,9.562e-04,6245.16418209
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 1000.0,9.565e-04,6736.038034213
100.0 || 820.0 and 47.0 + 330.0 + 680.0 + 820.0,9.570e-04,6810.650859736
100.0 || 820.0 and 47.0 + 330.0 + 680.0 + 1000.0,9.573e-04,7301.524711859
100.0 || 820.0 and 47.0 + 330.0 + 820.0 + 1000.0,9.577e-04,7694.223793558
100.0 || 820.0 and 47.0 + 470.0 + 680.0 + 820.0,9.583e-04,7061.978272023
100.0 || 820.0 and 47.0 + 470.0 + 680.0 + 1000.0,9.586e-04,7552.852124146
100.0 || 820.0 and 47.0 + 470.0 + 820.0 + 1000.0,9.590e-04,7945.551205845
100.0 || 820.0 and 47.0 + 680.0 + 820.0 + 1000.0,9.601e-04,8511.037883491
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0,9.708e-04,4986.63431108
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 680.0,9.725e-04,5552.120988726
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 820.0,9.732e-04,5944.820070425
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 1000.0,9.738e-04,6435.693922548
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 680.0,9.751e-04,5803.448401013
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 820.0,9.759e-04,6196.147482712
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 1000.0,9.766e-04,6687.021334835
100.0 || 820.0 and 100.0 + 220.0 + 680.0 + 820.0,9.780e-04,6761.634160358
100.0 || 820.0 and 100.0 + 220.0 + 680.0 + 1000.0,9.788e-04,7252.508012481
100.0 || 820.0 and 100.0 + 220.0 + 820.0 + 1000.0,9.796e-04,7645.20709418
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 680.0,9.801e-04,5979.377589614
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 820.0,9.811e-04,6372.076671313
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 1000.0,9.819e-04,6862.950523436
100.0 || 820.0 and 100.0 + 330.0 + 680.0 + 820.0,9.836e-04,6937.563348959
100.0 || 820.0 and 100.0 + 330.0 + 680.0 + 1000.0,9.845e-04,7428.437201082
100.0 || 820.0 and 100.0 + 330.0 + 820.0 + 1000.0,9.856e-04,7821.136282781
100.0 || 820.0 and 100.0 + 470.0 + 680.0 + 820.0,9.875e-04,7188.890761246
100.0 || 820.0 and 100.0 + 470.0 + 680.0 + 1000.0,9.885e-04,7679.76461337
100.0 || 820.0 and 100.0 + 470.0 + 820.0 + 1000.0,9.897e-04,8072.463695068
100.0 || 820.0 and 100.0 + 680.0 + 820.0 + 1000.0,9.930e-04,8637.950372715
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,9.444e-04,5202.618806014
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,9.448e-04,5768.10548366
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,9.450e-04,6160.804565359
